Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-09-27,1261.8489601663748,22646.063769610722,4048.308961211686,30628.007466701205,1630.434715161177,11550.08391480195,6188.844151141369,13113.188898882194,1071.7911630885847,4254.906857757907,11611.025274739945
2019-09-30,1015.7584710853044,25669.534807683383,7490.794807821653,16164.836101723933,2194.738443394009,10691.336523499807,4347.577533591931,16712.04384242062,1640.091653043714,9055.401986438994,13379.896586546918
2019-10-01,992.5341498450869,25405.167627717336,7318.650824404326,15818.694001044621,2142.4491179557745,10598.391471755522,4334.126308524638,16554.863968966227,1635.5302114870412,8967.99269177349,13267.926286170647
2019-10-02,974.1991593922835,25021.576033256802,7135.11495973144,15501.397075421917,2101.1829476099247,10391.256785011115,4251.295080478675,16461.405665831186,1614.2561548935582,8835.371692970655,13029.573666557788
2019-10-03,978.215395396231,25275.575872832018,7223.718480608005,15541.78032050117,2115.3151977283665,10521.379857453114,4280.321408255466,16661.06658616514,1618.5515123594253,8916.752760417849,13093.873443011487
2019-10-04,983.1047261836451,25607.33076533843,7261.691418126533,15836.001106078586,2137.644152915504,10697.975455767257,4346.161615163795,16750.276784612226,1642.3723738220503,9055.401986438994,13216.929911741847
2019-10-07,979.9615849631645,25602.147095143016,7195.871659761085,15761.003650931401,2126.338352820751,10647.519570534645,4311.47161367446,16703.547633044705,1635.2767980672259,9018.227918592745,13162.607686806825
2019-10-08,962.8489272072147,25197.82081990083,7069.295201365991,15449.47576032002,2093.268887543597,10456.318321232115,4270.409979258513,16622.833643973532,1619.565166038686,8853.456374625588,13020.704731874517
2019-10-09,973.3260646088168,25353.330925763206,7141.443782651195,15599.470670614388,2110.9342001916493,10609.013763383442,4302.976103105644,16678.059004916966,1627.674395472771,8914.74335134508,13133.7836490862
2019-10-10,982.580869313565,25482.922680648524,7235.110361863563,15766.772685942722,2130.2953828539144,10680.714231871889,4312.533552495563,16712.04384242062,1625.900501534065,8961.96446455518,13218.038528577257
2019-10-11,1001.2650976797552,25804.31023276411,7336.371528579639,15957.150841316346,2170.996263195027,10829.426314662747,4305.807939961916,16656.818481477185,1619.565166038686,9036.312600247677,13366.593184522013
2019-10-14,994.1057204553271,25747.28986061457,7326.245411908031,15985.996016372956,2166.4739431571256,10825.442955302278,4287.401000396147,16682.307109604924,1609.1752158262643,9033.298486638521,13361.05010034497
2019-10-15,1000.741240809675,26177.534486833818,7354.092232754952,16193.681276780544,2183.4326432992557,10942.28816320938,4269.702020044445,16699.299528356747,1604.3603608497763,9194.05121246014,13479.672101733697
2019-10-16,1003.5351441167688,26229.371188787947,7254.096830622828,16159.067066712612,2182.867353294518,10869.25990826744,4273.241816114785,16686.55521429288,1608.1615621470037,9185.008871632674,13535.10294350413
