Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-10-03,360.8231229598017,4105.220427244061,593.9183593227974,48664.123602789165,4988.8213950422005,28088.025865060765,16231.371260084534,355.6629850428786,23.43488857703962,1281.2031188325,2229.235074451808
2019-10-04,362.62659447763,4159.103550161129,597.0404113255455,49585.382067429935,5041.482657763784,28559.46799530472,16481.043361835753,357.5673508475447,23.779789082165927,1301.1249250746278,2250.1854675822924
2019-10-07,361.46721993045463,4158.26162636555,591.628854520782,49350.55147840385,5014.818727271843,28424.770243806448,16349.49569532167,356.5698259022434,23.677052761490007,1295.7835712271008,2240.9370958400064
2019-10-08,355.15506961805545,4092.591570310374,581.2220145116214,48375.10133937245,4936.826730582915,27914.336659181416,16193.786212509081,354.84682826945027,23.449565194279035,1272.1083812002241,2216.77808394179
2019-10-09,359.01965144197334,4117.849284177749,587.1539133168429,48844.762517424606,4978.489121976573,28321.974591347243,16317.279940256996,356.0257213866245,23.56697813219438,1280.9143970029038,2236.0297965481814
2019-10-10,362.43336538643416,4138.897379067228,594.8549749236219,49368.615369867395,5024.151102944023,28513.387185581625,16353.522664704753,356.7511940741164,23.541294052025393,1287.6993599984112,2250.374209862747
2019-10-11,369.3252029724211,4191.096654393138,603.1804469309503,49964.723788164374,5120.1412527150105,28910.39108473443,16328.018525278554,355.5723009569421,23.449565194279035,1298.3820676934652,2275.665675443692
2019-10-14,366.6844053927438,4181.835492641767,602.3478997302175,50055.0432454821,5109.475680518235,28899.757051721408,16258.217722638428,356.11640547256104,23.299129867575008,1297.948984949071,2274.7219640414182
2019-10-15,369.1319738812252,4251.715167674838,604.6374045322328,50705.3433381697,5149.471576256146,29211.688686770038,16191.101566253694,356.47914181630694,23.22941593568778,1321.0467313167558,2294.9173880500834
2019-10-16,370.16252903426994,4260.13440563063,596.416000924996,50596.95998938844,5148.138379731549,29016.731414864644,16204.52479753064,356.2070895584975,23.28445325033559,1319.7474830835733,2304.354502072824
2019-10-17,370.93544539905355,4283.708271906848,596.6241377251791,50669.21555524261,5172.135917174296,28952.927216786517,16279.694892681544,358.564875792846,23.339490564983407,1329.4196643750413,2310.582997327833
2019-10-18,370.42016782253114,4234.876691763255,593.5020857224309,50759.535012560336,5127.473833600295,28676.44235844796,16303.856708980047,362.1015551443688,23.416542805490348,1324.8001151015044,2305.8644403164626
2019-10-21,369.26079327535575,4260.976329426209,604.2211309318665,51482.090671102116,5158.803951928326,28984.82931582558,16360.234280343226,364.5046834216855,23.504602508926855,1323.212145038726,2314.7353274978386
2019-10-22,367.77937024285393,4218.88013964725,612.5466029391949,51355.64343085731,5200.799642453133,28591.370094343783,16368.288219109394,363.1897641756065,23.611007983912625,1326.0993633346866,2299.258460500544
2019-10-23,370.16252903426994,4253.399015265997,617.021544143134,51536.28234549276,5200.133044190835,28623.27219338285,16446.142960515688,363.7338686912254,23.6972331101942,1334.4722963929723,2288.6888927950745
2019-10-24,371.25749388438004,4203.725511326826,614.5239025409354,51500.154562565665,5206.132428551521,29041.544158561697,16494.4665931127,362.7363437459241,23.790796545095493,1326.5324460790807,2287.5564391123457
2019-10-25,375.1864854053632,4234.876691763255,619.5191857453325,51753.04904305528,5239.462341666447,29388.922570320396,16400.50397417407,358.0207712772271,23.53028658909583,1328.9865816306472,2284.9140471859782
2019-10-28,376.2814502554733,4276.1309577466345,615.8767917421263,52042.071306472,5253.460905174717,29764.658403447156,16368.288219109394,354.21203966789494,23.222077627068067,1342.8452294512579,2292.086253843261
2019-10-29,378.79342844101996,4236.560539354413,618.5305359444623,52168.51854671681,5271.459058256777,29495.26290045061,16370.972865364784,355.39093278506914,23.24042339861734,1362.0452311193956,2279.2517787723336
2019-10-30,378.9866575322159,4249.1893962881,605.6780885331489,52096.26298086264,5292.123604388032,29676.041461671975,16446.142960515688,357.65803493348113,23.449565194279035,1369.407637774095,2292.274996123716
2019-10-31,374.67120782884086,4259.292481835051,602.8682417306755,51843.368500373006,5232.129760781164,29654.773395645934,16419.296497961794,356.3884577303704,23.56697813219438,1367.6753067965187,2281.139201576882
2019-11-01,380.01721268526063,4288.759814680322,617.541886143592,52583.988050378335,5345.451465371914,30005.696485075645,16411.242559195627,355.48161687100566,23.522948280476125,1369.5519986888933,2295.483614891448
2019-11-04,382.98005875026433,4313.175604752118,637.3148821609973,53053.6492284305,5410.111496814871,30168.75165794197,16255.533076383039,351.8542534335464,23.214739318448363,1365.221171244952,2297.182295415541
2019-11-05,383.8817945091785,4314.017528547697,639.3962501628293,53306.54370892013,5421.443667273947,30127.987864725394,16295.80277021388,345.68773558986567,22.979913442617683,1353.239215316716,2300.957141024637
2019-11-06,383.49533632678674,4298.441938329483,624.8266741500045,53505.24651501911,5423.443462060842,30122.67084821888,16379.026804130952,347.00265483594467,23.05329652881477,1360.1685392270213,2303.222048390095
2019-11-07,386.07172420939867,4325.804461685806,634.2968985583407,53902.652127217094,5441.441615142902,30356.619574505352,16319.964586512386,343.32994935551716,22.752425875406715,1363.20011843778,2289.4438619168936
2019-11-08,387.55314724190055,4335.907547232756,631.5911201559588,53920.71601868064,5448.7741960281855,30523.219425042687,16314.595294001607,342.6044766680253,22.660697017660354,1373.4497433884399,2290.198831038713
2019-11-11,387.03786966537814,4318.227147525593,628.0527945528443,53758.140995508744,5452.773785601978,30544.487491068732,16287.748831447712,343.2392652695807,22.506592536646476,1367.8196677113167,2285.4802740273426
2019-11-12,388.84134118320645,4322.43676650349,624.930742550096,53812.33266989937,5451.4405890773805,30636.64911051492,16333.387817789333,340.7907949492957,22.572637314223854,1376.1926007696024,2283.5928512227943
2019-11-13,386.90905027124757,4322.43676650349,621.9127589474394,53487.18262355557,5430.776042946126,30711.087341606068,16467.620130558804,344.50884247269147,22.91019951073045,1377.3474880879867,2276.986871406876
2019-11-14,389.09897997146766,4340.959090006231,620.3517329460653,53559.438189409746,5447.440999503589,30679.185242567004,16456.881545537246,347.63744343750005,22.9945900598571,1377.3474880879867,2286.2352431491618
2019-11-15,388.6481120920106,4375.4779656249775,625.4510845505541,53758.140995508744,5486.103698716904,30920.223324195493,16467.620130558804,349.67783537107084,23.067973146054186,1407.0858365363804,2290.7650578800776
2019-11-18,387.875195727227,4390.632593945402,617.3337493434088,53848.46045282646,5467.438947372545,31012.384943641675,16556.213456986658,351.40083300386397,23.10466468915273,1402.1775654332473,2298.3147490982697
2019-11-19,386.78023087711694,4394.000289127719,608.3838669355307,53938.779910144185,5460.77296474956,31083.27849706182,16526.68234817737,352.1263056913558,23.04595822019506,1411.5610248951193,2273.7782526391443
2019-11-20,382.2071423854808,4368.742575260344,614.7320393411186,53667.82153819102,5420.11047074935,30884.776547485417,16564.267395752824,352.3076738632288,23.192724392589234,1409.973054832341,2268.3047265059545
2019-11-21,381.69186480895837,4378.003737011714,624.410400549638,53631.69375526393,5414.777684650961,30742.989440645135,16470.304776814195,347.32004913672233,23.10833384346258,1413.4377167874936,2256.602705117756
2019-11-22,382.14273268841544,4380.529508398452,622.2249641477143,54011.03547599836,5443.441409929797,30700.45330859305,16448.82760677108,345.4156833320563,23.115672152082293,1418.7790706350206,2271.135860712777
2019-11-25,384.5258914798315,4394.000289127719,623.369716548722,54390.3771967328,5483.4373056677105,31132.90398445592,16483.72800809114,345.68773558986567,23.0349507572655,1434.8031321776018,2290.5763155996224
2019-11-26,386.5870017859211,4405.787222265827,616.9174757430424,54318.121630878624,5498.102467438278,31150.627372810955,16620.644967116,350.5846762304356,23.123010460702,1433.7926057740156,2307.185636279646
2019-11-27,388.1328345154882,4436.938402702257,619.0508779449203,54534.88832844116,5493.436279602188,31338.495289374336,16644.806783414508,351.80891139057815,23.159702003800543,1441.2993733435133,2326.2486066055826
2019-11-29,386.5870017859211,4425.151469564149,612.8588081394697,54445.47206569661,5467.438947372545,31235.69963691513,16642.12213715912,350.3126239726262,23.13768707794142,1436.246741325582,2310.9604818887424
2019-12-02,383.1088781443949,4384.739127376348,612.8588081394697,54119.418824779634,5378.114780224542,30810.33831639427,16685.076477245348,344.32747430081844,22.961567671068412,1430.039221989267,2293.21870752599
2019-12-03,380.4680805647177,4375.4779656249775,603.5967205313168,53360.735383310755,5319.4541331422715,30540.942813397724,16655.545368436065,346.68526053516695,23.060634837434478,1426.7189209489122,2269.0596956277736
2019-12-04,380.532490261783,4397.367984310035,612.8588081394697,53884.588235753545,5338.11888448663,30650.827821198945,16765.61586490703,348.770994511706,23.22574678137792,1440.0001251103308,2281.7054284182464
2019-12-05,383.1088781443949,4416.732231608356,609.9448929369047,54146.51466197495,5341.451875798122,30771.34686201319,16762.931218651644,349.133730855452,23.258769170166612,1440.2888469399268,2279.629263333243
2019-12-06,386.90905027124757,4441.9899454757315,621.8086905473479,54841.97448332141,5406.11190724108,31104.546563087864,16821.993436270208,349.4057831132614,23.203731855518797,1449.3835845722028,2298.1260068178153
2019-12-09,386.39377269472516,4425.151469564149,620.6639381463402,54715.5272430766,5386.780557634423,30952.125423234553,16846.155252568715,349.8592035429438,23.10833384346258,1439.7114032807349,2300.390914183273
2019-12-10,384.04281875184176,4410.838765039302,622.0168273475311,54697.46335161306,5379.447976749139,30969.848811589593,16784.40838869476,347.5467593515636,23.100995534842877,1441.8768170027051,2296.6160685741766
2019-12-11,386.8446405741823,4430.2030123376235,620.976143346615,54589.08000283179,5413.4444881263635,31175.44011650801,16805.885558737875,344.87157881643736,23.17437862103996,1443.8978698098776,2302.278336987821
2019-12-12,392.3838745217979,4433.57070751994,633.4643513576077,55672.91349064447,5460.77296474956,31515.729172924694,16792.462327460926,340.3373745196133,23.067973146054186,1457.1790739712962,2322.8512455573955
2019-12-13,389.2277993655983,4425.151469564149,627.8446577526611,55438.08290161839,5446.77440124129,31724.86515551412,16851.524545079494,341.06284720710516,23.262438324476467,1456.024186652912,2324.9274106423986
2019-12-16,391.03127088342666,4466.405735547528,636.6904717604476,55672.91349064447,5444.774606454395,31997.805336181667,16910.58676269806,343.60200161332665,23.55230151495496,1471.903887280695,2334.5532669455943
2019-12-17,391.67536785407964,4465.563811751949,636.4823349602643,55907.74407967055,5439.441820356006,31937.545815774545,16889.109592654946,339.6119018321215,23.614677138222483,1470.3159172179166,2345.689061492428
2019-12-18,390.902451489296,4495.03114459722,638.8759081623713,55654.84959918092,5415.4442829132595,31930.45646043253,16854.209191334885,344.4181583867549,23.717413458898402,1472.6256918546853,2347.1989997360665
2019-12-19,392.190645430602,4533.759639193862,638.6677713621881,55654.84959918092,5430.776042946126,32150.22647603498,16956.22574903968,348.1362059101507,23.710075150278698,1477.967045702212,2354.937433234714
2019-12-20,391.7719823996776,4539.653105762916,638.048564381643,55420.01901015484,5435.442230782216,32228.209384797137,16940.117871507344,346.503892363294,23.702736841658982,1483.164038634941,2350.785103064708
2019-12-23,393.2856102807121,4529.5500202159665,645.0159437677761,55329.69955283712,5470.771938684037,32334.54971492735,16875.686361377997,344.6902106445644,23.475249274448018,1488.0723097380742,2346.632772894702
2019-12-24,393.6076587660386,4526.182325033649,644.7037385675013,55383.89122722775,5451.4405890773805,32345.183747940373,16883.740300144167,345.23431516018326,23.506437086081778,1486.628700590094,2350.5963607842536
2019-12-26,395.34672058680167,4562.385048243554,644.9118753676845,55709.04127357156,5464.105956061052,32586.22182956886,16907.90211644267,347.41073322265885,23.55230151495496,1485.4738132717098,2379.09644513293
