Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-10-04,2729.0843971650065,9675.292903698117,2177.534376873646,16683.82341359994,19775.024760848697,20090.913942722804,3534.6808284298295,1890.4701220087707,575.2490417188765,6743.746704529981,18414.250208277026
2018-10-05,2707.473468903758,9579.081165687445,2176.9700294907584,16612.651753108225,19680.32394913953,19840.38364013857,3532.0380764085735,1890.4701220087707,584.0672045461339,6738.03348059307,18271.037303431385
2018-10-08,2706.533863327182,9553.02381997622,2175.982421570704,16715.316873367527,19720.197975122337,19608.710457103687,3578.9469247858665,1915.485794700758,588.6395852713786,6728.0353387034775,18313.35020713578
2018-10-09,2615.3921223993098,9551.019408767665,2197.0043615832847,16660.09952676937,19421.14278025128,19678.75118685842,3572.3400447327267,1922.633129755612,591.0346418417448,6743.746704529981,18259.645367818666
2018-10-10,2549.6197320389892,9172.185690350647,2118.842249053286,16150.035959912066,18760.729224911025,18754.75232894022,3526.7525723660615,1892.2569557724842,587.9863880249151,6586.633046264959,17644.480844731726
2018-10-11,2518.142945223693,9097.12049059024,2052.813605255381,15675.55822330062,18322.11493910014,18501.52815213465,3442.1845076858713,1836.8651090973688,576.4465700040595,6405.952339260185,17338.526002561506
2018-10-12,2526.1295926245893,9290.445951655433,2058.7392527757056,15681.489195008264,18416.81575080931,19080.71110972186,3461.344459839977,1835.6738865882267,576.6643024195473,6504.505452171879,17662.382457837433
2018-10-15,2516.733536858829,9260.379783527098,2042.0910049805077,15610.317534516547,18459.18190341604,18768.2217000469,3481.8257880047104,1845.2036666613647,578.8416265744257,6453.800589731805,17615.1872960133
2018-10-16,2560.8949989579014,9500.909128553774,2060.1501212329263,15862.383832091378,18763.221351534954,19328.547538084757,3520.1456923129217,1880.9403419356324,585.373599039061,6640.194520673489,17973.21955812739
2018-10-17,2541.1632818498056,9543.001763933444,2045.7592629692801,16013.623610636276,18641.107146962604,19250.425185666016,3537.323580451085,1876.1754518990635,584.5026693771096,6672.331405318608,17826.751814535266
2018-10-18,2512.975114552525,9362.604755163435,2036.447531151627,15764.522798915266,18309.654305980515,18867.89504623633,3534.0201404245154,1876.7710631536347,585.1558666235732,6598.773647130893,17478.484068660648
2018-10-19,2495.5924113858687,9362.604755163435,2017.8240675163206,15814.936058430232,18237.38263388668,18858.46648646165,3614.624077072822,1895.2350120453398,594.1917618663185,6532.357418864315,17307.60503446983
2018-10-22,2474.686187307053,9354.587110329212,1996.0966932751292,15485.767128656042,18175.07946828854,19016.058128409797,3586.2144928443204,1867.8368943350677,590.1637121797935,6481.65255642424,17375.95664814616
2018-10-23,2448.1423297687807,9340.556231869323,1942.765865592206,15361.216722795538,17878.516400041404,18943.323524433727,3600.749628961228,1880.9403419356324,587.1154583629638,6446.659059810667,17379.21148689265
2018-10-24,2371.0946724895484,8901.590177195634,1868.5541847424238,14951.979674968168,17270.437503803587,18102.834767376942,3618.588205104706,1902.3823471001933,600.7237343309538,6235.983927137116,16860.064706827216
2018-10-25,2404.4506704579967,9182.207746393427,1890.5637326750589,15195.149514981533,17395.043834999862,18714.34421562018,3623.213021141904,1925.6111860284673,591.7967052959523,6313.826603277513,17366.192131906682
2018-10-26,2389.4169812327805,8943.682812575304,1876.1728744114127,14981.634533506383,17225.57922457293,18342.589573075835,3560.447660637075,1874.9842293899212,581.5632817680238,6243.839610050368,16830.771158108793
2018-10-29,2383.309544985036,8803.37402797641,1840.9011629809079,15118.046882782171,16934.000409573648,18038.18178606488,3598.106876939972,1905.360403373049,589.401648725586,6259.550975876869,16694.067930756137
2018-10-30,2438.7462740030205,9045.907784211642,1883.2272166975138,15367.14769450318,17280.40601029929,18234.8346042224,3668.139805503255,1937.5234111198902,591.3612404649766,6325.967204143446,16931.671159250036
2018-10-31,2470.2230608183168,9236.326849024428,1894.7963380467197,15580.662675978332,17417.472974615193,18668.54835385747,3636.426781248183,1910.720904664189,584.6115355848535,6336.679499025153,17156.255032757967
2018-11-01,2542.102887426381,9280.423895612652,1910.5980647675856,15651.834336470049,17721.5124227341,18886.752165785678,3658.2294854235447,1919.0594622281849,581.5632817680238,6418.807093118231,17491.503423646616
2018-11-02,2534.1162400254852,9186.216568810538,1908.0585015445895,15651.834336470049,17679.146270127367,18517.691397462662,3644.355037311951,1902.9779583547645,578.6238941589379,6376.672066583522,17574.501811682152
2018-11-05,2543.982098579533,9154.145989473647,1939.6619549863215,15889.07320477577,17768.862828588684,18496.140403691978,3687.9604456626744,1934.84316047432,586.6799935319881,6430.947693984165,17582.638908548386
2018-11-06,2584.8549411605895,9208.26509210465,1946.4341235809786,15960.244865267488,17965.740831878797,18620.058617873427,3709.102461832722,1944.0751349201726,591.1435080494888,6463.798731621398,17672.146974076906
