Date,Market Return,Portfolio Return
2018-07-02,1.0027655887016482,1.0043023
2018-07-03,0.9986725174232087,0.9973287
2018-07-05,1.0070061580441756,1.0054447999999998
2018-07-06,1.0154135476971866,1.0138246999999998
2018-07-09,1.0247059257347249,1.0241837999999999
2018-07-10,1.0281352557247687,1.0246804999999999
2018-07-11,1.0210922231645712,1.0203696999999998
2018-07-12,1.0299052324938236,1.0281652
2018-07-13,1.030900844426417,1.0266235
2018-07-16,1.0300896050739334,1.0307900999999997
2018-07-17,1.0343301744164608,1.0323722
2018-07-18,1.0363582727976695,1.0365161999999999
2018-07-19,1.0325233231313837,1.030451
2018-07-20,1.0315277111987904,1.0288294999999998
2018-07-23,1.0333714369998892,1.0338727
2018-07-24,1.038275747630812,1.0376668
2018-07-25,1.0477156237324383,1.0449167000000001
2018-07-26,1.0446181643865924,1.0359822000000003
2018-07-27,1.0378701279545703,1.0290941000000005
2018-07-30,1.03208082893912,1.0230382000000005
2018-07-31,1.036985139570043,1.0251460000000003
2018-08-01,1.0358789040893837,1.0247842000000003
2018-08-02,1.0411150853645044,1.0285814000000002
2018-08-03,1.0459087724473615,1.0342187000000003
2018-08-06,1.0497437221136472,1.0394605000000003
2018-08-07,1.0529149304915373,1.0426857000000005
2018-08-08,1.0524724362992735,1.0430413000000005
2018-08-09,1.0511449537224822,1.0423326000000004
2018-08-10,1.0439912976142187,1.0333495000000004
2018-08-13,1.0400457243998673,1.0282782000000004
2018-08-14,1.0467200117998452,1.0354877000000002
2018-08-15,1.03897636343523,1.0273548000000001
2018-08-16,1.0476050001843729,1.0350766000000002
2018-08-17,1.0509974556583945,1.0369177000000003
2018-08-20,1.053541797263911,1.0389486
2018-08-21,1.0555330211290979,1.0418454000000001
2018-08-22,1.055348648548988,1.0408796000000002
2018-08-23,1.053763044360043,1.0380789000000001
2018-08-24,1.060142335631845,1.0451430000000002
2018-08-27,1.0683284781887241,1.0542908
2018-08-28,1.0689184704450756,1.0545217999999998
2018-08-29,1.07478151849257,1.0590232
2018-08-30,1.0702459530218666,1.0531217
2018-08-31,1.0701722039898227,1.0514413999999999
2018-09-04,1.0688815959290534,1.0506039999999999
2018-09-05,1.0658947601312732,1.0460544
2018-09-06,1.062723551753383,1.0413622
2018-09-07,1.0603635827279765,1.0390561
2018-09-10,1.0623179320771412,1.0408746
2018-09-11,1.066079132711383,1.0454350999999997
2018-09-12,1.0662635052914928,1.0417469
2018-09-13,1.072384674951141,1.0458319999999999
2018-09-14,1.0726796710793167,1.0468667999999999
2018-09-17,1.0669272465798882,1.0411181999999999
2018-09-18,1.0726796710793167,1.0461212999999998
2018-09-19,1.073970279140086,1.050671
2018-09-20,1.0824514178251408,1.0593138
2018-09-21,1.0767727423577562,1.0514397
2018-09-24,1.0733065378516904,1.0461666
2018-09-25,1.0719421807588772,1.0443151
2018-09-26,1.068770972380987,1.0385701
2018-09-27,1.0717578081787673,1.0409557000000003
2018-09-28,1.0716103101146794,1.0388914000000002
2018-10-01,1.0755190088130089,1.0394379000000002
2018-10-02,1.075150263652789,1.0385497000000004
2018-10-03,1.0759246284892505,1.0399585000000005
2018-10-04,1.067406615288174,1.0320295000000004
2018-10-05,1.0615804417567014,1.0264607000000006
2018-10-08,1.0612485711125037,1.0280911000000004
2018-10-09,1.0598842140196905,1.0285782000000003
2018-10-10,1.0257384121833397,0.9957698000000003
2018-10-11,1.0039086986983292,0.9755567000000003
2018-10-12,1.0177735167225925,0.9876781000000002
2018-10-15,1.0121317157712302,0.9836599000000004
2018-10-16,1.0335926840960208,1.0040539000000004
2018-10-17,1.0339614292562405,1.0052611000000005
2018-10-18,1.0194697444596037,0.9917845000000004
2018-10-19,1.0184372580109882,0.9933100000000004
2018-10-22,1.0142704377005047,0.9871206000000003
2018-10-23,1.0086655112651641,0.9834624000000004
2018-10-24,0.9779859139348792,0.9565880000000003
2018-10-25,0.9961281758176918,0.9762703000000003
2018-10-26,0.978244035547033,0.9561023000000002
2018-10-29,0.9727497326597583,0.9530626000000001
2018-10-30,0.9875364135845711,0.9701192000000001
2018-10-31,0.9981562741989005,0.9801988
2018-11-01,1.008554887717098,0.9874930000000001
2018-11-02,1.00224934547734,0.9812215
2018-11-05,1.0080755190088124,0.9877475
2018-11-06,1.0144916847966365,0.993115
2018-11-07,1.0358420295733615,1.0108345
2018-11-08,1.0341089273203283,1.0084029
2018-11-09,1.0244846786385922,0.9981105000000001
2018-11-12,1.0047936870828564,0.9816544
2018-11-13,1.0032080828939114,0.9808789
2018-11-14,0.9960913013016698,0.9754896000000001
2018-11-15,1.0069324090121312,0.9832879
2018-11-16,1.009181754489472,0.9851886999999999
2018-11-19,0.9922194771193623,0.9704255999999999
2018-11-20,0.9741509642685935,0.9528688
2018-11-21,0.9774696707105713,0.9571008999999998
2018-11-23,0.9710535049227472,0.9493603999999998
2018-11-26,0.9862458055238018,0.9650286999999997
2018-11-27,0.9894907629337357,0.9681092999999997
2018-11-28,1.012205464803274,0.9874808999999998
2018-11-29,1.0101036173900213,0.9853438999999998
2018-11-30,1.0169254028540868,0.9908378999999998
2018-12-03,1.029720859913713,0.9995397999999999
2018-12-04,0.9967181680740436,0.9694105999999999
2018-12-06,0.9954275600132743,0.9717702
2018-12-07,0.9721597404034066,0.9525475
2018-12-10,0.9737453445923516,0.9522058999999999
2018-12-11,0.9738559681404176,0.9517112
2018-12-12,0.9791290239315601,0.9550053999999999
2018-12-13,0.9786865297392966,0.9543008
2018-12-14,0.9605811423725057,0.9415554999999999
2018-12-17,0.9406689037206379,0.9211352999999999
2018-12-18,0.9407426527526819,0.9220892999999998
2018-12-19,0.9262509679560448,0.9078458999999999
2018-12-20,0.9117224086433857,0.8942957
2018-12-21,0.8876802241970566,0.8692306
2018-12-24,0.8643755300711671,0.8463794
2018-12-26,0.9069655960765508,0.8871388
2018-12-27,0.914524871861056,0.8928488
2018-12-28,0.9133445186031925,0.8920103999999999
2018-12-31,0.9165160957262428,0.8933482
2019-01-02,0.9214572808731877,0.8987232
2019-01-03,0.9014344186732541,0.8839634
2019-01-04,0.9307496589107259,0.9112760999999999
2019-01-07,0.9380876875990994,0.9191469
2019-01-08,0.9463844537040442,0.9282858999999999
2019-01-09,0.9502931524023739,0.9302947
2019-01-10,0.9548287178730771,0.9348246
2019-01-11,0.9541649765846815,0.9332571
2019-01-14,0.95021940337033,0.9309005999999999
2019-01-15,0.9595117814078682,0.9409680999999999
2019-01-16,0.9622036210774727,0.9448789999999998
2019-01-17,0.9693572771857364,0.9497874999999999
2019-01-18,0.981452118440945,0.9601818999999999
2019-01-22,0.9660016962277366,0.9457161999999998
2019-01-23,0.97016851653822,0.9484259999999999
2019-01-24,0.9723441129835165,0.9525421999999998
2019-01-25,0.979755890703934,0.9605381999999999
2019-01-28,0.9721413031453957,0.9560762999999999
2019-01-29,0.9709428813746815,0.9522609999999999
2019-01-30,0.9862550241528075,0.9651169999999998
2019-01-31,0.9964692650908955,0.9800526999999998
2019-02-01,0.9958700542055383,0.9779009999999998
2019-02-04,1.0021755964452963,0.9846464999999998
2019-02-05,1.0071536561082632,0.9904749999999998
2019-02-06,1.0055680519193182,0.9838923999999999
2019-02-07,0.9955013090453185,0.9762258999999998
2019-02-08,0.9959069287215601,0.9773136999999996
2019-02-11,0.9979719016187908,0.9775275999999996
2019-02-12,1.01063829787234,0.9872724999999997
2019-02-13,1.0139754415723292,0.9904107999999996
2019-02-14,1.0123345256093512,0.9887985999999996
2019-02-15,1.0224197057413618,0.9972178999999997
2019-02-19,1.0243003060584825,0.9996207999999998
2019-02-20,1.026697149599911,1.0001752
2019-02-21,1.0231203215457791,0.9969434999999999
2019-02-22,1.0293521147534934,1.0021009999999997
2019-02-25,1.0309008444264165,1.0019895999999997
2019-02-26,1.030052730557911,1.0015070999999998
2019-02-27,1.0296471108816694,1.0005038999999996
2019-02-28,1.027102769276153,0.9996199999999996
2019-03-01,1.0342932999004386,1.0050975999999996
2019-03-04,1.0303108521700652,1.0038428999999995
2019-03-05,1.028983369593274,1.0043003999999995
2019-03-06,1.022493454773406,1.0005403999999996
2019-03-07,1.014344186732549,0.9929339999999995
2019-03-08,1.0122976510933293,0.9916798999999996
2019-03-11,1.0269552712120653,1.0064103999999996
2019-03-12,1.0304214757181311,1.0103111999999996
2019-03-13,1.0374276337623067,1.0156881999999996
2019-03-14,1.0368745160219772,1.0154199999999995
2019-03-15,1.037464508278329,1.0151209999999997
2019-03-18,1.0412625834285925,1.0166358999999996
2019-03-19,1.0416313285888124,1.0153834999999998
2019-03-20,1.0381282495667243,1.0133332999999998
2019-03-21,1.0497068475976254,1.0253289999999997
2019-03-22,1.0297208599137138,1.0080422999999998
2019-03-25,1.0289096205612303,1.0072299999999998
2019-03-26,1.0362476492496036,1.0144336999999999
2019-03-27,1.0314539621667467,1.0093675
2019-03-28,1.0353995353810983,1.0128192999999999
2019-03-29,1.0421475718131201,1.0167993
2019-04-01,1.0542055385523066,1.0298361
2019-04-02,1.0545374091965043,1.0318307000000002
2019-04-03,1.056528633061691,1.0347052000000003
2019-04-04,1.0591098491832296,1.0376415
2019-04-05,1.0642722814263064,1.0421992
2019-04-08,1.064972897230724,1.0430153
2019-04-09,1.0594232825694163,1.0387289
2019-04-10,1.0630554223975812,1.0436097000000002
2019-04-11,1.0628341753014494,1.0446596000000001
2019-04-12,1.0700615804417568,1.0540633000000001
2019-04-15,1.0693240901213172,1.0520552
2019-04-16,1.069989675135514,1.0540753
2019-04-17,1.0674434898041967,1.0547729000000001
2019-04-18,1.0694347136693831,1.0556395
2019-04-22,1.0705040746340206,1.0559838000000001
2019-04-23,1.0798702017036028,1.0657283
2019-04-24,1.0775839817102402,1.0644396
2019-04-25,1.0770308639699104,1.0667280000000001
2019-04-26,1.0820457981488993,1.0721545
2019-04-29,1.0832995316936467,1.0753971
2019-04-30,1.0839632729820423,1.0722858
2019-05-01,1.0761458755853832,1.0651388999999998
2019-05-02,1.0740440281721304,1.0631011999999997
2019-05-03,1.0841845200781741,1.0724293999999999
2019-05-06,1.0799439507356468,1.0680846
2019-05-07,1.0621335594970318,1.0507236999999998
2019-05-08,1.0603635827279767,1.0487296999999998
2019-05-09,1.0573767469301967,1.0463206999999999
2019-05-10,1.0620966849810096,1.0513899
2019-05-13,1.0361388694273388,1.0247894999999998
2019-05-14,1.0447656624506803,1.0331092999999996
2019-05-15,1.0511449537224824,1.0415848999999995
2019-05-16,1.0606217043401305,1.0508635999999996
2019-05-17,1.0542424130683283,1.0445090999999997
2019-05-20,1.0471256314760868,1.0348768999999998
2019-05-21,1.056418009513625,1.0441562999999996
2019-05-22,1.053209926619713,1.0408998999999997
2019-05-23,1.0408569637523506,1.0286021999999997
2019-05-24,1.0428113131015155,1.0307067999999997
2019-05-28,1.0336295586120432,1.0242916999999998
2019-05-29,1.0265127770198017,1.0173032999999998
2019-05-30,1.0289833695932744,1.019108
2019-05-31,1.0154135476971868,1.0067046
2019-06-03,1.0123529628673629,0.9987552999999999
2019-06-04,1.0344039234485052,1.0196949
2019-06-05,1.0431800582617357,1.0279263
2019-06-06,1.0499649692097794,1.0340775000000002
2019-06-07,1.0606217043401307,1.0437487
2019-06-10,1.065417235148789,1.0483310000000003
2019-06-11,1.0652678933589,1.0498878000000003
2019-06-12,1.0633135440097352,1.0457260000000004
2019-06-13,1.0680703565765701,1.0515913000000003
2019-06-14,1.0663741288395592,1.0513537000000002
2019-06-17,1.0672959917401086,1.0536599000000004
2019-06-18,1.0778052288063722,1.0625099000000005
2019-06-19,1.0806076920240426,1.0645948000000003
2019-06-20,1.090895681994174,1.0731879000000002
2019-06-21,1.084405767174306,1.0665743
2019-06-24,1.082783288469339,1.0654201
2019-06-25,1.0722740514030755,1.0530656
2019-06-26,1.0710940668903721,1.0511579
2019-06-27,1.0750396401047237,1.0568234
2019-06-28,1.0807920646041522,1.0641719000000003
2019-07-01,1.0900475681256685,1.0727997000000002
2019-07-02,1.0931819019875364,1.0774402000000003
2019-07-03,1.1016630406725911,1.0859118000000003
2019-07-05,1.100188060031712,1.0858043000000004
2019-07-08,1.0946568826284153,1.0813949000000005
2019-07-09,1.0961318632692942,1.0844680000000004
2019-07-10,1.1011099229322614,1.0887683000000006
2019-07-11,1.1036542645377778,1.0901165000000004
2019-07-12,1.1087429477488107,1.0956648000000004
2019-07-15,1.1090379438769864,1.0949574000000006
2019-07-16,1.1052767432427448,1.0915308000000006
2019-07-17,1.0980124635864152,1.0836642000000005
2019-07-18,1.101994911316789,1.0855828000000005
2019-07-19,1.095615620044987,1.0770685000000007
2019-07-22,1.0985655813267452,1.0796629000000004
2019-07-23,1.1060879825952286,1.0878295000000004
2019-07-24,1.1113241638703495,1.0942555000000005
2019-07-25,1.1061255946015711,1.0887667000000005
2019-07-26,1.1135735093476902,1.1005629000000006
2019-07-29,1.1116929090305694,1.0970675000000008
2019-07-30,1.1092591909731189,1.0953461000000007
2019-07-31,1.0965743574615587,1.0862216000000007
2019-08-01,1.0873557284560644,1.0746525000000007
2019-08-02,1.0795383310594053,1.0693613000000008
2019-08-05,1.0473837530882413,1.0373043000000006
2019-08-06,1.0611379475644385,1.0513172000000006
2019-08-07,1.0620966849810098,1.0506729000000006
2019-08-08,1.0824514178251414,1.0705056000000008
2019-08-09,1.0752240126848338,1.0638062000000008
2019-08-12,1.0623548065931638,1.0505482000000008
2019-08-13,1.07832147203068,1.0643172000000007
2019-08-14,1.0469412588959774,1.0316485000000009
2019-08-15,1.0497805966296698,1.0353978000000008
2019-08-16,1.0651941443268564,1.0499051000000008
2019-08-19,1.0779158523544385,1.0628985000000009
2019-08-20,1.0695453372174497,1.0541366000000008
2019-08-21,1.0783214720306804,1.0614603000000007
2019-08-22,1.0778789778384166,1.0626545000000007
2019-08-23,1.0502230908219337,1.0367707000000008
2019-08-26,1.0618754378848785,1.0486497000000008
2019-08-27,1.0577086175743948,1.0449268000000007
2019-08-28,1.0650466462627683,1.0519082000000008
2019-08-29,1.078800840738966,1.0657076000000008
2019-08-30,1.078432095578746,1.0658500000000006
2019-09-03,1.0722003023710318,1.0604446000000007
2019-09-04,1.0840001474980645,1.0734745000000006
2019-09-05,1.0981968361665255,1.0873898000000006
2019-09-06,1.099118699067075,1.0881002000000006
2019-09-09,1.0994136951952507,1.0919364000000005
2019-09-10,1.0995980677753605,1.0908932000000005
2019-09-11,1.107304841623954,1.0961915000000002
2019-09-12,1.1109185441941076,1.1005287000000004
2019-09-13,1.1101073048416241,1.0999944000000004
2019-09-16,1.1068254729156684,1.0977499000000004
2019-09-17,1.1097016851653825,1.1012136000000003
2019-09-18,1.1102916774217342,1.1019189000000003
2019-09-19,1.1101441793576463,1.1007912000000002
2019-09-20,1.099339946163207,1.0893488000000002
2019-09-23,1.0997824403554708,1.0903195
2019-09-24,1.0907850584461083,1.080649
2019-09-25,1.0973855968140422,1.0878211999999998
2019-09-26,1.0950625023046576,1.084882
2019-09-27,1.0891257052251193,1.080045
2019-09-30,1.0945462590803499,1.0836200999999999
2019-10-01,1.081197684280394,1.0703633
2019-10-02,1.062133559497032,1.0531663
2019-10-03,1.0707253217301524,1.0622654999999999
2019-10-04,1.0854751281389434,1.0753488999999998
2019-10-07,1.0808289391201744,1.0714397
2019-10-08,1.0640141598141528,1.05616
2019-10-09,1.0738965301080428,1.0644476
2019-10-10,1.0813083078284602,1.0710888
2019-10-11,1.0924444116670973,1.0808461999999999
2019-10-14,1.0915225487665479,1.0801878999999999
2019-10-15,1.1021792838968991,1.0909886
2019-10-16,1.1003724326118223,1.0898627
2019-10-17,1.1034330174416465,1.0938336
2019-10-18,1.0987868284228774,1.0906718
2019-10-21,1.1064198532394267,1.0988925
2019-10-22,1.102658652605185,1.0943441
2019-10-23,1.105719237435009,1.0982535
2019-10-24,1.10778421033224,1.0955036
2019-10-25,1.1122829012869209,1.0977647
2019-10-28,1.118625318042701,1.101585
2019-10-29,1.1180353257863493,1.100165
2019-10-30,1.1215015302924154,1.1026006000000002
2019-10-31,1.1182565728824814,1.1002631000000003
2019-11-01,1.1290239315608988,1.1086641000000004
2019-11-04,1.1333013754194479,1.1125131000000004
2019-11-05,1.1320476418747007,1.1099887000000004
2019-11-06,1.1325638850990085,1.1093718000000004
2019-11-07,1.1365463328293823,1.1118177000000005
2019-11-08,1.1393119215310308,1.1132039000000005
2019-11-11,1.137173199601756,1.1106996000000007
2019-11-12,1.1392012979829649,1.1106314000000006
2019-11-13,1.1396806666912505,1.1113860000000007
2019-11-14,1.1413768944282612,1.1146166000000006
2019-11-15,1.1498580331133161,1.1224219000000004
2019-11-18,1.1504480253696678,1.1240692000000003
2019-11-19,1.150079280209448,1.1231173000000003
2019-11-20,1.1460230834470306,1.1202825000000003
2019-11-21,1.1441793576459318,1.1182580000000002
2019-11-22,1.1467974482834922,1.1196153000000002
2019-11-25,1.155462959548657,1.1260704000000001
2019-11-26,1.1579335521221295,1.1295861000000003
2019-11-27,1.1631697333972504,1.1354864000000002
2019-11-29,1.158855415022679,1.1312119000000003
2019-12-02,1.1490099192448113,1.1213298000000003
2019-12-03,1.1411556473321303,1.1153256000000003
2019-12-04,1.1485305505365258,1.1230139000000003
2019-12-05,1.1506323979497786,1.1253074000000003
2019-12-06,1.160883513403888,1.1341165000000002
2019-12-09,1.1573804343818002,1.1315399000000004
2019-12-10,1.156200449869097,1.1294149000000004
2019-12-11,1.159371658246987,1.1304521000000005
2019-12-12,1.1694384011209866,1.1371651000000003
2019-12-13,1.1699546443452942,1.1365232000000003
2019-12-16,1.1781776614181951,1.1451678
2019-12-17,1.178362033998305,1.1442706
2019-12-18,1.178398908514327,1.147899
2019-12-19,1.183340093661272,1.1540132
2019-12-20,1.1834875917253596,1.153157
2019-12-23,1.1844832036579531,1.1526041
2019-12-24,1.1846307017220408,1.1529285
2019-12-26,1.1907149968656672,1.1599335
2019-12-27,1.1905306242855573,1.1594442999999999
2019-12-30,1.1840407094656893,1.1502803
2019-12-31,1.1869537962314254,1.1538722999999997
2020-01-02,1.1978317784579087,1.1624680999999997
