Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-06-29,1832.1,12788.699999999999,0.0,12261.4,17028.8,20393.7,0.0,4373.9,0.0,0.0,31321.4
2018-07-02,1822.6350439125192,12884.350272892663,0.0,12330.621302220548,17057.32395309883,20590.499351865186,0.0,4349.83084683583,0.0,0.0,31367.25436910971
2018-07-03,1819.4800585500257,12716.057495451787,0.0,12215.2524651863,17009.78403126745,20346.70313985309,0.0,4373.9,0.0,0.0,31206.76407722573
2018-07-05,1835.2549853624935,12920.51641661613,0.0,12247.55573955589,17088.224902289225,20631.621604493732,0.0,4431.39853255885,0.0,0.0,31367.25436910971
2018-07-06,1843.7734458412258,13124.768526379625,0.0,12302.93278133233,17150.026800670017,20869.54320898747,0.0,4448.781809844085,0.0,0.0,31613.721603074388
2018-07-09,1861.1258653349405,13202.322801698,0.0,12593.662250658637,17463.790284757117,21031.094915742473,0.0,4408.666554570467,0.0,0.0,31989.154250160125
2018-07-10,1875.9542965386602,13194.308859915098,0.0,12538.285208882198,17520.83819095477,21086.903687166934,0.0,4430.061357383063,0.0,0.0,32055.06990575533
2018-07-11,1844.719941449974,13176.471376591873,0.0,12478.293413624388,17240.352652149635,20978.223448077202,0.0,4415.352430449404,0.0,0.0,31986.288352090767
2018-07-12,1849.136920957465,13383.282777440874,0.0,12501.367181031239,17430.512339475154,21330.69989917903,0.0,4426.049831855701,0.0,0.0,32198.364809223163
2018-07-13,1848.5059238849663,13362.601637355972,0.0,12441.37538577343,17535.100167504184,21313.07607662394,0.0,4414.015255273616,0.0,0.0,32275.7440570958
2018-07-16,1833.6774926812466,13323.824499696786,0.0,12669.805683101242,17459.03629257398,21254.3300014403,0.0,4388.608926933659,0.0,0.0,32341.659712691002
2018-07-17,1857.970879972447,13323.824499696786,0.0,12690.572073767407,17526.780681183696,21412.944404436126,0.0,4360.528248242127,0.0,0.0,32376.050489523284
2018-07-18,1858.6018770449455,13287.63250454821,0.0,12884.391719984946,17722.882858738136,21383.571366844302,0.0,4341.8077957811065,0.0,0.0,32350.257406899073
2018-07-19,1846.2974341312208,13194.567374166161,0.0,12695.186827248777,17715.751870463428,21311.60742474435,0.0,4385.2659889941915,0.0,0.0,32284.34175130387
2018-07-20,1839.356466333735,13150.619951485749,0.0,12722.875348136997,17694.358905639307,21310.138772864757,0.0,4345.819321308468,0.0,0.0,32141.04684783603
2018-07-23,1829.576011710005,13194.567374166161,0.0,12889.006473466316,17583.828587381347,21412.944404436126,0.0,4335.121919902171,0.0,0.0,32109.52196907311
2018-07-24,1853.2384019287067,13297.97307459066,0.0,12925.924501317277,17665.834952540477,21533.373858562583,0.0,4320.412992968511,0.0,0.0,32014.947332784333
2018-07-25,1867.120337523678,13393.623347483324,0.0,12965.14990590892,17910.66554997208,21797.73119688895,0.0,4363.2025985937025,0.0,0.0,32247.08507640223
2018-07-26,1877.5317892199068,12888.538203759854,0.0,12946.69089198344,18062.793299832494,21468.75317586058,0.0,4378.580113115255,0.0,0.0,32075.131192240828
2018-07-27,1870.9063199586703,12643.9320194057,0.0,12981.301543093714,18060.416303740927,21095.715598444476,0.0,4339.133445429532,0.0,0.0,32000.61784243755
2018-07-30,1867.120337523678,12452.631473620377,0.0,12985.916296575086,17891.64958123953,20778.48679245283,0.0,4336.4590950779575,0.0,0.0,31748.418812334156
2018-07-31,1883.841759944894,12527.60060642814,0.0,12898.235980429055,18269.591959798992,20828.42095635892,0.0,4418.026780800978,0.0,0.0,31885.98191966328
2018-08-01,1865.5428448424314,12475.897756215887,0.0,12898.235980429055,18039.023338916806,21013.471093187385,0.0,4450.118985019872,0.0,0.0,31742.687016195443
2018-08-02,1852.2919063199586,12558.622316555487,0.0,12902.850733910425,18010.499385817977,21277.828431513753,0.0,4426.049831855701,0.0,0.0,31940.43398298106
2018-08-03,1870.2753228861718,12643.9320194057,0.0,12972.072036130974,18024.76136236739,21357.135633011665,0.0,4484.216952002445,0.0,0.0,32046.472211547258
2018-08-06,1870.2753228861718,12762.848574893875,0.0,13036.678584870155,18049.719821328865,21483.43969465649,0.0,4474.856725771935,0.0,0.0,32267.146362887728
2018-08-07,1875.6387980024108,12783.529714978775,0.0,13096.670380127964,18179.266108319374,21556.872288636037,0.0,4467.5022623051045,0.0,0.0,32413.30716442492
2018-08-08,1869.3288272774237,12775.774287446939,0.0,13133.588407978925,18100.8252372976,21612.68106006049,0.0,4440.758758789361,0.0,0.0,32453.429737395916
2018-08-09,1878.4782848286548,12845.573135233473,0.0,13064.367105758374,18003.36839754327,21621.492971338037,0.0,4447.444634668296,0.0,0.0,32573.7974563089
2018-08-10,1851.6609092474598,12736.99714978775,0.0,12912.080240873165,17858.371635957563,21454.06665706467,0.0,4403.317853867318,0.0,0.0,32301.537139720007
2018-08-13,1833.0464956087478,12718.901152213464,0.0,12782.867143394806,17768.045784477945,21427.630923232035,0.0,4403.317853867318,0.0,0.0,32143.912745905385
2018-08-14,1847.8749268124675,12809.381140084899,0.0,12893.621226947685,17884.51859296482,21562.7468961544,0.0,4419.363955976765,0.0,0.0,32456.295635465274
2018-08-15,1818.5335629412775,12631.006306852638,0.0,12805.940910801655,17798.94673366834,21368.884848048394,0.0,4458.142036074595,0.0,0.0,32057.935803824686
2018-08-16,1830.2070087825036,12625.836021831414,0.0,12967.457282649606,18017.630374092685,21451.12935330549,0.0,4494.24576582085,0.0,0.0,32212.69429956995
2018-08-17,1842.9846995006026,12566.377744087325,0.0,12995.145803537825,18129.349190396424,21495.188909693217,0.0,4535.698196270254,0.0,0.0,32244.219178332874
2018-08-20,1856.0778887549507,12576.718314129776,0.0,13036.678584870155,18245.821998883304,21459.941264583034,0.0,4539.041134209721,0.0,0.0,32447.697941257204
2018-08-21,1863.334355088686,12664.6131594906,0.0,13087.440873165224,18383.687772194306,21483.43969465649,0.0,4498.925878936106,0.0,0.0,32728.55595205417
2018-08-22,1854.8158946099534,12654.272589448152,0.0,13055.137598795634,18212.54405360134,21548.06037735849,0.0,4471.513787832467,0.0,0.0,32771.544423094514
2018-08-23,1841.88045462373,12597.399454214674,0.0,12990.531050056454,18155.496147403683,21592.11993374622,0.0,4462.153561601956,0.0,0.0,32719.958257846098
2018-08-24,1864.280850697434,12773.189144936325,0.0,13027.449077907415,18231.56002233389,21815.355019444043,0.0,4490.234240293487,0.0,0.0,32909.107530423644
2018-08-27,1890.7827277423796,12907.616555488174,0.0,13198.194956718104,18452.620658849803,22018.028978827595,0.0,4486.222714766126,0.0,0.0,33138.37937597218
2018-08-28,1884.1572584811431,12846.477935112189,0.0,13191.272826496048,18431.227694025685,22056.21392769696,0.0,4539.709721797615,0.0,0.0,33204.29503156739
2018-08-29,1897.4081970036161,12920.542268041236,0.0,13188.965449755362,18447.866666666665,22250.075975802967,0.0,4534.361021094466,0.0,0.0,33579.72767865312
2018-08-30,1876.2697950749093,12840.402850212251,0.0,13082.826119683854,18312.377889447238,22185.455293100964,0.0,4508.954692754509,0.0,0.0,33381.98071186751
2018-08-31,1870.9063199586703,12716.31600970285,0.0,13068.981859239744,18319.50887772194,22197.20450813769,0.0,4527.67514521553,0.0,0.0,33513.812023057915
2018-09-04,1857.3398828999482,12561.207459066101,0.0,13147.432668423033,18321.88587381351,22132.58382543569,0.0,4487.559889941914,0.0,0.0,33596.92306706926
2018-09-05,1868.697830204925,12388.002910855064,0.0,13147.432668423033,18435.981686208823,21838.853449517497,0.0,4513.634805869765,0.0,0.0,33230.088114191596
2018-09-06,1872.4838126399172,12307.863493026076,0.0,13078.211366202484,18497.78358458961,21683.176350280857,0.0,4529.012320391317,0.0,0.0,33126.915783694756
2018-09-07,1861.4413638711897,12325.959490600364,0.0,13068.981859239744,18445.489670575094,21612.68106006049,0.0,4472.850963008254,0.0,0.0,33124.0498856254
2018-09-10,1863.0188565524365,12348.657041843542,0.0,13059.752352277004,18540.569514237854,21680.239046521678,0.0,4498.257291348212,0.0,0.0,33247.28350260774
2018-09-11,1866.8048389874289,12478.482898726501,0.0,13071.289235980428,18528.68453378001,21862.35187959096,0.0,4495.582940996636,0.0,0.0,33513.812023057915
2018-09-12,1867.751334596177,12439.705761067313,0.0,12953.613022205494,18592.86342825237,21777.17007057468,0.0,4502.268816875573,0.0,0.0,33579.72767865312
2018-09-13,1875.007800929912,12522.430321406913,0.0,12935.154008280015,18690.320268006697,22020.966282586778,0.0,4529.012320391317,0.0,0.0,33614.118455485404
2018-09-14,1874.3768038574133,12506.919466343239,0.0,13022.834324426043,18792.531099944164,22009.217067550053,0.0,4490.234240293487,0.0,0.0,33510.946124988564
2018-09-17,1880.6867745824004,12390.588053365676,0.0,12981.301543093714,18799.662088218873,21736.04781794613,0.0,4514.303393457658,0.0,0.0,33092.525006862474
2018-09-18,1882.8952643361458,12465.557186173439,0.0,13034.37120812947,18970.805806811837,21865.289183350138,0.0,4488.897065117701,0.0,0.0,33516.67792112727
2018-09-19,1903.7181677286032,12504.334323832625,0.0,13262.801505457282,18958.92082635399,21821.22962696241,0.0,4446.107459492509,0.0,0.0,33528.1415134047
2018-09-20,1923.2790769760632,12638.761734384476,0.0,13373.555589010162,18982.69078726968,22070.90044649287,0.0,4480.874014062977,0.0,0.0,33748.815664745176
2018-09-21,1910.0281384535904,12522.430321406913,0.0,13258.186751975913,18944.65884980458,21935.784473570504,0.0,4430.061357383063,0.0,0.0,33522.40971726599
2018-09-24,1883.5262614086446,12556.037174044875,0.0,13117.43677079413,18695.07426018984,22012.154371309232,0.0,4345.819321308468,0.0,0.0,33290.27197364809
2018-09-25,1874.3768038574133,12552.159460278957,0.0,13064.367105758374,18638.02635399218,21997.467852513324,0.0,4340.47062060532,0.0,0.0,33422.1032848385
2018-09-26,1855.1313931462025,12610.325166767738,0.0,12907.465487391795,18614.25639307649,21915.22334725623,0.0,4292.33231427698,0.0,0.0,33502.34843078049
2018-09-27,1838.7254692612362,12713.730867192238,0.0,12861.317952578096,18642.78034617532,22032.715497623507,0.0,4305.704066034852,0.0,0.0,33616.98435355476
2018-09-28,1290.1041486840168,11796.281912509408,0.0,12889.603078822938,22053.250657218672,23069.786214157288,0.0,3981.5191906640043,0.0,0.0,30830.851965032918
2018-10-01,1303.4684872408263,11750.522550251819,0.0,12941.030584759483,22255.128781058356,23180.050726067762,0.0,3948.5636363574663,0.0,0.0,30772.968474400495
2018-10-02,1309.2597006154438,11760.156100200784,0.0,12941.030584759483,22295.22304258749,23176.987822959134,0.0,3938.1887396313336,0.0,0.0,30330.949091389273
2018-10-03,1299.2364466978365,11813.140624920099,0.0,13053.236052257398,22393.70017616783,23253.560400674738,0.0,3898.520016854945,0.0,0.0,30228.337448904524
2018-10-04,1293.8907112751128,11625.286400915254,0.0,13151.415836318072,22326.172998855596,22843.1313841191,0.0,3874.1084951463977,0.0,0.0,29770.531659357184
2018-10-05,1283.6447183815587,11509.683801527657,0.0,13095.313102569116,22219.254968111236,22558.281395017053,0.0,3874.1084951463977,0.0,0.0,29538.997696827493
2018-10-08,1283.199240429665,11478.374764193515,0.0,13176.241296001986,22264.273086319386,22294.871727675374,0.0,3925.372690734346,0.0,0.0,29607.405458483994
2018-10-09,1239.9878790959808,11475.966376706274,0.0,13132.71492506842,21926.637199758246,22374.5072084996,0.0,3940.0196037594746,0.0,0.0,29520.580222535362
