Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-06-30,,16.5107,4.1715,33.2165,2.227,16.8615,0.3337,7.8453,5.2027,2.2636,10.4776
2018-09-30,,23.5094,6.1021,20.3291,0.8516,14.2291,5.0977,10.7109,3.7487,3.5626,10.7074
2018-12-31,1.0149,23.8259,3.287,20.6943,0.3906,14.2707,7.8574,11.8918,5.2998,0.7887,10.6754
2019-03-31,0.1004,23.2748,4.4019,22.2126,0.8138,18.2334,5.955,9.9718,2.1321,2.6874,10.2048
2019-06-30,1.2015,21.2367,4.0629,28.3128,1.5286,10.6373,5.5228,11.5355,0.9291,4.1433,10.8664
2019-09-30,0.9285,23.4644,6.8473,14.7762,2.0062,9.7729,3.9741,15.2764,1.4992,8.2775,12.2305
2019-12-31,0.7984,26.2462,6.8752,16.8278,2.5373,13.7634,6.4426,9.8747,1.2991,5.9101,9.0886
2020-03-31,1.283,31.8111,2.2999,11.7027,3.6386,13.0045,0.053,7.5513,5.08,8.0066,12.4798
2020-06-30,0.7455,16.4118,1.567,36.6798,3.4121,7.6627,3.0875,4.0307,11.0833,2.9669,9.4378
