,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,Daily Portfolio Return,cumulative portfolio return
2019-01-15,-1.8755354922126146e-05,0.0006070805999019072,1.217886826217228e-05,0.003430419231908252,-0.00019916067616406813,0.0029697951045039943,0.00166381114404354,3.1338535556335374e-05,2.7886731930737983e-06,0.00022768953599953357,0.00019985651219522915,0.008927042174477845,1.0445019780260005
2019-01-16,1.3534575534767427e-05,-0.00014967512689746115,3.01153565161802e-06,0.010722586281048605,9.552461012684449e-05,0.00030406044154678507,-0.000984624867224759,1.5111222480051632e-05,5.03663726029268e-07,-1.1621275123198016e-05,-5.936138932271556e-05,0.009949049671546568,1.0548937800874099
2019-01-17,4.9719096839504734e-05,0.00015437452413458364,6.94730764074205e-05,0.002274346556819226,0.0008113060837154458,0.0013500284534476166,0.0008327517367180562,1.1467281218991159e-05,8.10099243922015e-07,0.00013694852079209778,0.00016075584701974625,0.0058519812763566095,1.0610669987370265
2019-01-18,4.840211532449128e-05,0.0003099110274687431,0.00014308697875985217,0.007626684752446775,0.0009183989249369408,0.0030510531013906717,0.0019443788463804374,6.9449510468985775e-06,5.6825700861881043e-08,0.00014471252451700776,0.00034525355521439536,0.014538883603187076,1.076493728326847
2019-01-22,-4.706067056860981e-05,-0.0009016956424893628,-0.00017547355142560105,-0.006172885903554901,-0.0011373162816975784,-0.004147514521393262,-0.0018809520040255958,-5.703430601935654e-06,3.852345875841456e-07,-0.00012337587720167708,-0.00042133922502774813,-0.015012931873398687,1.060332401321335
2019-01-23,-1.2126015164543248e-05,-8.726163973368708e-05,-5.9687510678238086e-05,0.0013566927450434896,0.0001930698195677632,0.0013775810169676683,0.002474231191989508,3.940720978326314e-06,2.3401892256215234e-06,5.162410475010152e-05,8.982725719981537e-05,0.005390231880145826,1.066047838834489
2019-01-24,-1.5825494944923393e-05,0.00024593203543865215,4.125132588713337e-05,0.001482359081400863,0.0003316968725275211,0.00220429520314467,-0.0021519889033787976,1.535327589118755e-05,1.189909217979913e-06,-0.00010508737500542436,0.00013944632317726194,0.002188622253356124,1.0683810148577042
2019-01-25,6.002194893905864e-05,0.0004647017864726149,8.838754352854824e-05,0.0035629432418002806,0.0006222727590038241,0.0028477863645173292,-0.0005431796733212221,3.10858579456165e-05,-2.8940472109105444e-06,4.778660029607531e-06,0.0002497912168445889,0.007385695658549337,1.0762717518808154
2019-01-28,-6.335430507182702e-06,-0.00034087425681191615,-7.282194641414695e-05,-0.0014320190837691011,-0.0004971579783685389,-0.002885701569547994,0.000600931018639693,2.8571598064524107e-05,-1.0039452645631273e-06,-0.00016135445339727938,-0.0001514843941829793,-0.004919250441559485,1.0709773015901376
2019-01-29,3.216439164220217e-05,-0.00045724170868024306,2.9848887863562676e-05,-0.0012570978510187238,0.0006903348038109619,-0.0021448907950588265,0.00032665251442903017,2.2433517788977534e-05,5.167905292920125e-07,7.096836944791635e-05,-0.00014959172758255058,-0.0028359028068284014,1.0679401140545086
2019-01-30,3.557636710380126e-05,0.0005380929566977387,0.00010249542060304545,0.0019655452815720274,0.0008183353626826186,0.006686679861127013,0.001298110672509909,2.786835197101855e-05,1.6354657466707435e-06,0.00019165748303109993,0.0004903927314725727,0.012156389954517514,1.0809224105290272
2019-01-31,-4.698129634814844e-05,0.0016517923499000196,4.345607752423529e-05,0.0007080661039224774,0.0002573182956964469,-0.0001797859271713128,0.003871199029115928,2.9864680292210288e-05,4.950992065284347e-06,0.00021545700323989,0.00025765705671072976,0.0068129943649477605,1.0882867288209073
2019-02-01,1.0534624468526296e-05,-0.00014075048987090573,0.00012930793872891253,0.001327920617474869,8.182618989844499e-05,0.00119934752607548,-0.0010537264840836324,-2.1244183952462663e-05,-1.3203832598259745e-06,-9.450220289891486e-06,-0.00037910892780442705,0.0011433362073850876,1.089531006441985
2019-02-04,-7.586247956117335e-06,0.0003213126458974119,2.3229939627738448e-05,0.0018477384899225195,0.0006246048624765902,0.0033514056387351416,0.001041625011980358,1.6193158781035282e-05,2.9775666135974357e-07,-5.5221114959008715e-05,0.00014853932190651907,0.007312139463073548,1.0974978091104317
2019-02-05,2.0650614989750935e-05,0.0004631113393212389,2.310660771972428e-06,-0.0008724408188670799,0.00046132997563255506,0.0020658852300583517,0.0001834542281853173,2.052854276667005e-05,4.085955856539846e-07,-2.336748867348556e-06,0.0002373691168847162,0.002580270736461798,1.1003296505906102
2019-02-06,-1.7055731515158067e-05,-0.0008303378904115901,-4.709442742034992e-05,-0.0006987952745496899,-7.039425185917446e-06,0.0007310971801210415,0.0001334940903574424,-2.2726048907866823e-05,-1.2977063338252214e-07,5.007678006437661e-05,-9.559380228859773e-05,-0.0008041043203696919,1.0994448707647393
2019-02-07,-4.283217833249961e-05,-0.0004656619531336692,-0.00016214360012077313,-0.0048085009884526,-0.0003706518167094678,-0.0032868403395248224,-0.0004032855218165988,2.28815455606044e-05,2.5990151056336565e-06,-0.0001588430018274263,-0.00022071458161302922,-0.009893993420864647,1.0885669704467895
2019-02-08,-3.406830366398658e-06,0.00028071011112534627,-4.3554410621773085e-05,-0.0026373468886981364,2.4918726512717652e-05,0.0010359758219250937,0.0007106436630524067,1.7159408750143747e-06,9.795953982588697e-07,1.7359202208558187e-05,-0.00011379222520150307,-0.0007257972937904153,1.0877768914855297
2019-02-11,7.384494311846426e-06,-0.00034313856229338703,4.8652301424604495e-05,0.0018585953892052388,0.00037868814161401323,0.00042501527496087606,0.0007418961672949715,7.283143743834429e-06,1.8692201273915315e-08,-1.5709727954003115e-06,8.547241168978622e-05,0.003208296481357657,1.0912668022589849
2019-02-12,6.893961606500706e-05,0.0004352030579489766,8.724625623128808e-05,0.006710221583859672,0.0008034129885739023,0.0029704220611161468,0.0014379145586515304,-1.9276945983744714e-05,4.808152855107984e-07,0.00018859639548299094,0.0003725227514486156,0.013055683138679896,1.1055140358490385
2019-02-13,4.469141934308671e-06,3.369057837073417e-05,9.404328670975179e-05,0.001219796348577393,0.0003585712054623133,0.00028948364873477835,0.0004971937274675108,2.160690288453479e-05,-5.687995815004471e-07,3.4886449111572284e-05,0.00018263185086580595,0.0027358043405372027,1.1085385059468391
2019-02-14,-1.425224120116712e-05,0.00015736099524793777,3.303979898223054e-05,-0.0048412395020940215,-0.00026230676090891364,0.000486132799982733,-0.0021704808287144692,1.2769690716679508e-05,-2.220364661880705e-07,5.07849754096638e-05,-8.186357058940248e-05,-0.006630276679634918,1.1011885889423825
2019-02-15,3.81693187889297e-05,0.00013005343996767455,0.00010952050783810395,0.008699340340603002,0.0006569273448972987,0.0014943059846949075,0.0016416435015247158,1.5128274125359824e-05,5.132357400050458e-07,0.0001931639217371178,0.00013927684670115352,0.013118042716618268,1.1156340278911812
2019-02-19,1.7730244982015964e-05,4.294447428962712e-05,2.903881925288261e-05,0.0014197339534795866,-2.8462599349429627e-05,9.829257434354225e-05,0.0008980170813944566,,1.378362856301877e-06,-2.7543420708656704e-05,,0.002451129490540327,1.1183685913575954
2019-02-20,5.597697036036023e-05,-0.00011089541422447423,3.5122772173668336e-05,0.002507795023310271,0.00027827226515332473,0.0003925264739809152,-0.00020152403172053583,,8.450518471948986e-07,-1.4921240094777007e-05,,0.0029431978707859466,1.121660171414433
2019-02-21,-1.211158731768803e-05,-0.0003551962216261661,-0.0001163011392657742,-0.0021631736244142417,-0.00020675433727876665,9.552713202994361e-05,0.00046001669417960084,-1.0798152539770234e-05,1.5058307620582816e-06,-0.00012304732913089958,0.0001105197544437195,-0.002319812980157984,1.1190581295894595
2019-02-22,1.2183649735071308e-05,0.0003696888291851612,2.3885628145748313e-05,-0.0010273534070936445,0.000340557643232162,0.0028306676309281797,-0.0008140003338075538,1.757890002128022e-05,1.2815149983953945e-06,0.00012965452546429771,0.00013746020387918795,0.002021604784688286,1.121320422858582
2019-02-25,2.1615136875181537e-05,4.156095816326517e-05,1.1329659286323027e-05,0.0018913691408030118,0.00020751487987757253,0.0011468331441821173,-0.0009736979289577224,-2.387735183901707e-05,-1.3705433367977923e-06,1.8336700989630934e-05,-8.467994766715497e-05,0.0022549338483764097,1.1238489262349616
2019-02-26,-1.8612621056754104e-05,0.0,-2.3696789284642894e-05,-0.0010257705872791037,-0.00014439340173441086,0.00044491126528252043,9.803138785233243e-05,-5.80385580162247e-06,-2.1777236806375004e-07,-4.7182792535889865e-05,3.5853525555779245e-05,-0.0006868816413698555,1.1230769750398575
2019-02-27,-4.943256200191339e-06,-0.00018171704506430761,2.7236916762604437e-05,0.0017179958868553916,0.0002004806285830858,-0.0002531606274110933,-0.00026058922281955066,-1.0747628650881974e-05,3.2715168623291843e-07,-6.679764059166942e-05,-2.009925018004366e-05,0.001147985912969577,1.1243662515863837
2019-02-28,-3.700535576751512e-05,8.313062279242986e-06,-7.176631105301355e-05,-0.001196621602862383,-0.00017185564780413211,-0.0006011770569832816,0.0008204805603214578,1.0843957079337384e-05,1.0960910453834882e-06,-4.1123057894467024e-05,-0.0001313530168396522,-0.0014101683784790227,1.1227807058525676
2019-03-01,-3.286315194546796e-06,0.0003001265630684572,0.00013655800767412487,0.0027458562189416973,4.809313622852352e-05,0.0015259075652980128,-0.0003893045806517838,-3.304592761861574e-06,3.98663860882322e-07,0.0002004484770619426,0.000199863349704535,0.004761356493229984,1.1281266650568522
2019-03-04,1.327210330745708e-05,5.823304342766387e-05,1.3604804434974785e-05,-0.002724333907881663,-0.00023331052953776886,-0.0008213871129634459,-0.00019567892794959674,1.1674585984511804e-05,4.73274261849941e-07,-0.00018826848561647957,-7.582337206028968e-05,-0.004141544524592786,1.123454478244139
2019-03-05,-1.3739121011181553e-05,0.00024303849238910727,-2.4880854815867056e-05,-0.0017110565002952868,-0.00033646083432980643,-0.0007288417706618326,-0.00013084754569529883,6.677335258965871e-06,-3.272607708812461e-07,-9.17840950505938e-06,6.07056630272882e-05,-0.0026449108064098524,1.1204830413541216
2019-03-06,6.675719593152227e-06,-2.5106700046381364e-05,-9.462511138586076e-05,-0.0030873743130103337,-0.0004887473997725007,-0.0011449416107372021,-0.0002957510338853255,-6.6832862265685665e-06,7.326507230862202e-08,-0.00020323013362320375,-0.00011895591918881666,-0.0054586665232107335,1.1143666980864566
2019-03-07,-2.4999852593282035e-05,-0.0003351051785828163,-4.4632278252591774e-05,-0.004656669878930039,-0.0003067151576210792,-0.0021406099025794863,-0.0010565586534889342,-2.5325665244474467e-06,6.672214130150448e-07,-0.00010940268495962666,-0.0002990185517207405,-0.008975577483840027,1.1043646134423706
2019-03-08,5.615129439657771e-06,-1.690385238655627e-05,-0.0001390208430840056,-0.00017430638840797223,-0.00011202279855175913,-3.227207133572584e-05,3.3241716983219156e-05,3.385724655722062e-06,7.234685852616879e-07,-3.410604820294677e-05,-0.0001718556206513018,-0.000637521582956407,1.1036605571658478
2019-03-11,4.3178690902570255e-05,0.000678952600154961,0.0001154377460320192,0.004517798247903981,0.0004468626119600959,0.004912542642734088,0.002325256337002215,4.574194069043983e-05,1.5618602511070228e-06,0.00016445602149970338,0.0003393480615581311,0.013591136760689314,1.1186605587356675
2019-03-12,1.16319280018304e-05,0.00018400188428894734,4.679532142209103e-05,0.00086001185282475,-0.000431539484504712,0.0012782177544684759,0.0,1.5900096244659466e-05,1.3923836386897702e-06,9.861571767566934e-05,6.518586956729421e-05,0.002130213323627695,1.1210435443625029
2019-03-13,1.5419641535170794e-05,0.0001243903368988055,7.738165434990786e-05,0.0034353957541344692,0.00044279278472463137,0.0014927852100843915,0.0012103786777190994,1.411843120070799e-05,2.171111600801751e-07,0.00015204809573134305,9.161246573010179e-05,0.007056540163268709,1.12895423315807
2019-03-14,-2.3346577991390104e-05,-0.00017257161785070704,7.317016566823875e-06,0.0017086544248107848,-0.00016386098111409057,0.000505251093097499,-0.0002915195762478152,6.61744939875467e-06,-1.6230258233510348e-07,-2.5743016784386558e-05,-7.534642146294971e-05,0.0014752894898401882,1.1306197674727587
2019-03-15,-9.252377237589388e-06,-9.85796809093018e-05,-6.064898548409757e-05,0.0008508168225712728,-0.00042692511688183964,0.0019978565089138075,-6.472068417981769e-05,-2.77330577607699e-05,-6.28368177313895e-07,1.5153684438285382e-05,7.341170259443708e-05,0.002248750447887073,1.133162249181253
2019-03-18,7.069783059175753e-06,-0.00032461795336574824,0.00010403533394565274,0.0044315192692430455,0.00045227001579438463,0.0009726817344373092,0.00038691468229127115,-1.4656650465355711e-05,-7.844543487568832e-07,-2.1029174922365016e-05,0.000240385177242705,0.006233787762911317,1.1402261421435922
2019-03-19,-3.803669086734133e-06,6.57756527691126e-05,-2.0074146690444223e-05,-0.003276733049226651,-0.00018323112503754738,0.0005653451829842815,-0.00012895322885828376,-8.183649737148152e-06,-2.376970785870375e-06,0.0001110003123362786,0.00012440316039801354,-0.002756831530934993,1.1370827307625344
2019-03-20,-2.7483360364071373e-06,0.0003517282959603366,6.616012618151549e-05,-0.009465952207949935,-0.00034884413181820393,-0.0006949206078099247,-0.0008441788882082268,1.1664627618196406e-05,5.823281037128575e-07,-9.845908901338605e-05,3.805539704062327e-05,-0.010986912485931696,1.1245897023103824
2019-03-21,3.197926230597481e-05,0.0005170886747703173,5.3082416578173674e-05,-0.0011851300331153867,0.0004896466239101189,0.005860999480391149,0.0021613628682011906,5.3631733457884585e-05,2.2191128811319026e-06,5.468004291157586e-05,0.0003437951865638805,0.00838335536885601,1.1340175374290062
2019-03-22,-9.030053468261823e-05,-0.0006369883666086873,-0.00020176782610253148,-0.01230334004540711,-0.0011591055019683463,-0.0054858259396205,-0.00023105103753263444,-1.4224696094426212e-05,1.5181307467707924e-06,-0.00025340855335436433,-0.0005037654570185898,-0.020878259827643037,1.1103412246334596
2019-03-25,-4.461055425672035e-06,-6.728456442619738e-05,3.4450738537700688e-06,-0.0015581139457347113,0.00013317616012431082,-0.0009927334970312822,0.0003649923579401887,2.5292961226552153e-06,2.2127356942748765e-07,-7.738002335513039e-06,0.00014833386655662854,-0.001977633036786395,1.1081453771455185
2019-03-26,1.7259664987280348e-05,0.0001930307740236519,0.0001084929389465524,0.0050503142712587275,0.00034185920185396087,0.0012821883852122545,0.0015560128207135332,1.932988514704884e-05,1.5448804081502119e-06,9.426521853390288e-05,0.00011295701695210946,0.008777255058037172,1.1178718517621096
2019-03-27,-2.7777375036619494e-06,-0.0002748901810536389,-5.3336593565809065e-05,-0.002064472096078498,5.574892191558458e-05,-0.001305552441437363,-0.0005915917618208183,-1.0031825675047997e-05,-1.4935437770372185e-06,-0.00011468443698930073,-5.4103355869253554e-05,-0.004417185051854844,1.1129340049286167
2019-03-28,2.900692568154016e-05,-9.977422195462181e-05,2.7928052715829702e-05,0.003989608666410578,0.0004043542725606848,0.000926440456704527,0.000855884272753553,2.4366293072050257e-05,-2.485536356630748e-06,3.8408212328252076e-05,0.00015584601483212228,0.006349583408747885,1.120000672221343
2019-03-29,2.6046531202384774e-05,7.475068573233161e-05,-1.1839918539307449e-05,0.0011999269968949152,0.0005211197973450767,0.0022684364717010463,0.0012135839844745879,-8.286381769771789e-07,1.166402353536157e-06,0.00016494800439158697,0.00013239903832345092,0.005589709355702631,1.126261150457252
2019-04-01,4.614108312706562e-05,0.0005968019727141049,0.00010031615847137081,0.010777289967885895,0.001071645012501163,0.0032542229357851176,-0.0005438153957635188,-8.951217907213145e-06,-1.4180531504633744e-06,2.1037034372646373e-05,0.00027556760224556944,0.01558883710028174,1.1438182520641058
2019-04-02,9.777350367498296e-06,0.0002300662053893786,-5.1939144763266694e-05,0.0,-2.7098893930481366e-05,0.0007507316161697622,-0.0015279131510354442,2.55366658325399e-05,2.5034112954788184e-07,-3.145571741220954e-05,-4.398818879098833e-06,-0.0006264435471317738,1.1431017145010087
2019-04-03,4.104580867736174e-05,0.00013080732481646524,-7.145328912601856e-05,0.001348353068967447,-0.00014832332825057688,0.0019126703942204761,-0.0008605234723449735,-3.255301293704474e-06,-3.201791681843362e-07,-1.7947533466920465e-05,0.00018344225334995234,0.002514495746381324,1.1459760388998028
2019-04-04,3.2095289127609675e-05,0.00020413392211438602,6.137630049250446e-05,0.0026117086690296072,0.00032557924939364896,-0.0009572920067127925,0.000673043040428541,-8.09969702820627e-06,-7.784806810710006e-07,-2.6820444155014736e-05,0.0002028510681641086,0.0031177969101733216,1.1495489594530173
2019-04-05,-2.1466374777694915e-06,0.00011375372054354961,0.0001302761189195509,0.0003344034277718077,0.0001483267379915415,0.0010562116997066497,0.0005750654872877868,2.2857197425565365e-05,2.0032660749992845e-06,9.44570474219911e-05,0.00015364207907955142,0.002628850144745224,1.152570951401467
2019-04-08,1.6084822884558838e-06,-6.456809869415454e-05,3.430118172971699e-05,0.0006678783504478779,-0.00022708193236118366,0.0008983530962278223,0.0007659301338112558,-1.447856951902891e-05,-1.4392067968111353e-06,-2.97109218498366e-06,8.957452843438313e-05,0.00214710687338335,1.155045644413283
2019-04-09,-2.2479748052013124e-05,0.00010193409163032678,-9.085216931985156e-05,-0.0037421362900720706,-0.0006982565271898923,-0.0010816811985316429,-0.00022351014282585364,-8.91890875077112e-06,5.348986159376138e-07,-4.767104428339588e-05,-0.0002279454318798118,-0.006040982470659037,1.1480680339225715
2019-04-10,-1.0733754583199435e-06,0.00017491063257604853,3.213920230429164e-05,0.0015924694178610522,-7.459119366114581e-06,0.0016813999255632182,0.0006069334367941468,2.2028485648464928e-05,-7.762218015785156e-07,1.490243689645151e-05,0.00012052938856958459,0.004236004209587245,1.15293125494716
2019-04-11,-2.6752116120500232e-06,2.4251248423112416e-05,1.1008336755679949e-06,0.0023447568910190866,0.00044631338785087305,-0.00036947790018844885,0.0002543982663811354,-3.2275861929087847e-06,1.101041781767322e-06,-0.00016572004594641015,3.2676136776401766e-05,0.0025634970619681265,1.1558867908318682
2019-04-12,4.1306881088513395e-05,0.0003383014795495761,1.8542718470143744e-05,0.008474251159193112,0.0006645540041733495,0.001657756166627498,0.00044054313449168553,1.6057192756460193e-05,1.017774090815156e-06,-0.000119266186170399,0.00016014536192507427,0.011693209686195829,1.1694028174505693
2019-04-15,-1.4778109257324648e-05,-3.996345592573107e-05,-4.280543347595839e-05,-0.002624372958057675,-0.0002707614607496022,-0.00012209989980355672,0.001171247521215802,-1.8284480583666914e-05,-3.4980723351200164e-08,4.8705231617571146e-05,5.181647663863432e-05,-0.001861331549104859,1.1672261710928364
2019-04-16,1.3749720143372006e-05,3.9752453952556285e-05,4.7375810540816885e-05,0.0060591997156151526,0.000304984185618139,0.001188396395239367,-3.1212800874704565e-05,-6.630753639055715e-05,-2.706515804528516e-06,-0.0002603139125917559,0.0001117107805238985,0.007404628295971757,1.1758690470271091
2019-04-17,-1.8263780457416865e-05,7.936150624580304e-05,-9.698425943727335e-06,0.0008181347619816578,7.239561092277098e-05,0.0013378035188175606,0.0009074115916037917,-2.7832448832044414e-05,-4.836819256806981e-07,-0.0003618468132165332,4.700992091305993e-05,0.0028439917601092413,1.1792132089078218
2019-04-18,3.1516854455641407e-06,2.3763211148053722e-05,-3.3280806160382935e-05,-0.0009773602336868798,0.0005846374515772269,0.000666678114803508,0.00018689050417811925,2.073153988563806e-05,6.925760480255755e-08,1.8943166248798095e-05,-8.524588663429537e-06,0.0004856993023810186,1.1797859519407468
2019-04-22,-1.9820891121056852e-05,0.00016705240376151044,0.00014973940371792264,-0.001140520857808253,-0.00015726688699190357,0.0005455103455811666,-3.1128935585556196e-05,-2.8999115932051934e-05,-2.2488960352163003e-07,1.0199206032922834e-05,-9.139489213374192e-05,-0.0005968551100825626,1.1790817906665274
2019-04-23,1.2574756172901163e-05,0.0005345464180284216,-1.0722707950712206e-06,0.0024483054505715896,0.0004546771986152449,0.0026432428392663813,-0.00030885144576493946,3.184039101547141e-05,7.081561410119068e-07,0.0002013607655237456,0.0003024388817196941,0.006319771140494451,1.1865333177394644
2019-04-24,-1.7648006196387388e-05,-0.00018033893030975194,-0.00013066763480347178,-0.00048679421517941734,-0.00016289185893095842,3.0072059982694734e-05,0.00021699761508877174,2.0627649035447146e-05,1.1083902489103055e-06,-1.7349210271682356e-05,2.335570584793143e-05,-0.0007035284354879139,1.1856985578107808
2019-04-25,-3.8165531888068885e-05,0.0004463795872340517,-2.2481977577531766e-05,0.0011407834709266551,-0.0010063847916423154,-6.016239150553398e-05,-0.00110831035559043,-5.506264178009502e-06,9.002247726515365e-07,0.00014209136017894562,-0.00013513399063215672,-0.0006459906599017423,1.184932607616976
2019-04-26,2.4619187036829288e-05,0.00031995989233495655,-8.440236795684724e-05,0.004077318239297995,0.00037343889372645344,-0.0008643808414993385,0.001616608658852831,1.9727770777747677e-05,2.745474383779891e-07,0.00012068156844513878,0.00019566581011822292,0.005799511358572367,1.1918046377339933
2019-04-29,-4.644994577451211e-06,0.0003738907002965174,-1.0608726482348384e-05,0.004466471436761985,0.00012975759224931902,2.977192380085367e-05,0.00015339670299522533,-2.9317632924681894e-05,-1.1863624026120236e-06,-2.4319679265477527e-05,-8.372674446496646e-05,0.004999484215986364,1.1977630462088837
2019-04-30,2.444105734596314e-05,-0.000882155572556177,-3.7083686242141173e-06,0.00040151017771803153,0.00023351729553419535,0.00038675731647830634,0.002073180865181418,3.306149048617054e-05,3.3207063278249944e-06,6.468019052807591e-05,-4.601502203321576e-05,0.0022885901363863784,1.2005042349021653
2019-05-01,-5.256375387327592e-05,-0.00021052396397819442,-0.00014687623916809797,-0.0036878163074181253,-0.0003616799426700647,-0.0005671981909817365,-0.002100727015779937,1.5685754443935283e-06,-2.0694102291534944e-06,-3.3054161069174165e-05,-0.00029005556926274735,-0.007450995978986112,1.1915592826751535
2019-05-02,-1.5518155222518608e-05,-0.00014849319795792078,-0.00011609462275209396,0.0008104019347185676,-3.903057634327011e-05,-0.0012214290622371258,-9.24622117880374e-05,4.714493781166372e-06,-4.791375111448927e-07,6.084681410561067e-05,1.4798147869204377e-05,-0.0007427455733375625,1.1906742572925773
2019-05-03,2.916094646856066e-05,0.00035319298011777633,5.8249321696573627e-05,0.0037197844366650334,0.0006140773818686808,0.002187695433654726,0.0012625094808858374,1.8789522465797452e-05,1.1976463031560454e-06,9.504879884112274e-05,0.00029671523086558264,0.008636421179832847,1.2009574216665406
2019-05-06,-4.037997571696584e-05,-2.344632685090579e-05,0.0,-0.0028046045878005253,-0.00046930017916434945,-0.0017480300623162368,-0.00018423398042742009,-1.0904728372571827e-05,-1.1558997716269676e-06,8.098863324993958e-05,-0.00015280200303943283,-0.005353869110210096,1.1945276528240025
2019-05-07,-5.1263867458190606e-05,-0.0006260487355675049,-4.5209355057906165e-05,-0.00757826225612285,-0.0010277982039193544,-0.004903329568845902,-0.0017640557732277683,-4.999212333723453e-05,-6.58585859823824e-07,-0.000252263038374263,-0.0003630633716107415,-0.01666194487938154,1.174624498915752
2019-05-08,-3.165347541246159e-06,-0.00010330431220182635,-3.2550125890618215e-06,-0.0012289422933183913,0.0,-0.0004250128613996533,-9.390176131005972e-05,7.96882231370681e-07,-2.680910283294012e-06,1.7596354823348626e-05,-1.072380624181469e-05,-0.001852593067830628,1.1724483977117566
2019-05-09,-2.2068468934036024e-05,-0.00010356969695659263,3.2664700947207824e-06,-0.00032922245241830426,-7.941698621993029e-05,-0.00154471894030092,-0.000375976866689383,8.81297731385763e-06,-1.0473703526569456e-07,-2.1985306461196915e-05,-9.856811754243466e-05,-0.0025635521251494856,1.1694427651301744
2019-05-10,3.786879270564895e-05,8.756642864972464e-05,3.0432947509027092e-05,0.0024704534971553157,0.00020515339354658133,0.0006689518571893167,0.0021484398976469267,3.3748135819708104e-05,3.4982851330873475e-06,-4.378024267024165e-06,3.212611025590115e-05,0.005713861321344213,1.1761247989133774
2019-05-13,-6.404025842525813e-05,-0.0011871335735631594,-0.00011487061271488823,-0.013076055575923092,-0.0014281883002814993,-0.008577806740111792,-0.0015588730220656123,8.164973231334608e-07,2.346440296372506e-06,-0.00023430247385884038,-0.0007278900276535563,-0.02696599764697819,1.1444094203533266
2019-05-14,2.3786141464535723e-05,0.00021965441214172757,8.590102335299521e-05,0.0035308679821492088,0.0005428135596764062,0.003766145305805913,0.0007342781064243797,1.0552895934611063e-05,-1.6144409258259917e-06,5.6744245807047986e-05,0.00022419846224115626,0.009193327694072157,1.1549303511708178
2019-05-15,-6.400526608506538e-06,0.0008737598767089568,3.31165134668755e-05,-0.0019043425049088372,6.700840632131616e-05,0.002426247603567164,0.0014376614323146925,1.948042506463307e-05,-2.113696059230742e-07,3.567004153332675e-05,0.00017935577562205385,0.003161345673475752,1.1585814852396574
2019-05-16,3.971330944831984e-05,0.0003464698635583622,3.829507364276925e-05,0.0047443633382625704,0.00044466148668076384,0.002309445296899891,0.0013919352563723083,1.767577070106505e-05,1.335914815125082e-06,0.00010208764963660989,0.00022790253919415505,0.00966388549921194,1.1697778840545203
