Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector
"GOODNOW INVESTMENT GROUP, LLC",Berkshire Hathaway Inc Class A,BRK.A,2006-03-31,SH,360.0,32526000.0,0.0,0.0,10.7634,,1,999999,,new,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Laboratory Corp of America Holdings,LH,2006-03-31,SH,265275.0,15513000.0,0.0,0.0,5.1335,,2,999999,,new,HEALTH CARE
"GOODNOW INVESTMENT GROUP, LLC","Dish Network Corp, Class A",DISH,2006-03-31,SH,486123.0,14520000.0,0.0,0.0,4.8049,,3,999999,,new,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",Vicor Corp,VICR,2006-03-31,SH,732376.0,14450000.0,0.0,0.0,4.7817,,4,999999,,new,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Medco Health Solutions Inc.,MHS,2006-03-31,SH,494538.0,14149000.0,0.0,0.0,4.6821,,5,999999,,new,HEALTH CARE
"GOODNOW INVESTMENT GROUP, LLC","Genesee & Wyoming Inc, Class A",GWR,2006-03-31,SH,452293.0,13876000.0,0.0,0.0,4.5918,,6,999999,,new,TRANSPORTS
"GOODNOW INVESTMENT GROUP, LLC",Amphenol Corp. (1987),APH,2006-03-31,SH,1043176.0,13608000.0,0.0,0.0,4.5031,,7,999999,,new,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Sealed Air Corp.,SEE,2006-03-31,SH,414874.0,12004000.0,0.0,0.0,3.9723,,8,999999,,new,MATERIALS
"GOODNOW INVESTMENT GROUP, LLC",Credit Acceptance Corp.,CACC,2006-03-31,SH,484947.0,11396000.0,0.0,0.0,3.7711,,9,999999,,new,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Tektronix Inc.,TEK,2006-03-31,SH,316962.0,11319000.0,0.0,0.0,3.7456,,10,999999,,new,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",PETSMART INC,PETM,2006-03-31,SH,354776.0,9983000.0,0.0,0.0,3.3035,,11,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",iMedia Brands Inc,IMBI,2006-03-31,SH,74470.6,9517000.0,0.0,0.0,3.1493,,12,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Copart Inc.,CPRT,2006-03-31,SH,1372400.0,9418000.0,0.0,0.0,3.1166,,13,999999,,new,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Alphabet Inc. Class A,GOOGL,2006-03-31,SH,23500.0,9165000.0,0.0,0.0,3.0329,,14,999999,,new,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",SEI Investments Co.,SEIC,2006-03-31,SH,443672.0,8991000.0,0.0,0.0,2.9753,,15,999999,,new,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Discovery Inc Series A,DISCA,2006-03-31,SH,517336.0,7760000.0,0.0,0.0,2.5679,,16,999999,,new,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",MATCH GROUP,IAC,2006-03-31,SH,1035537.69,7604000.0,0.0,0.0,2.5163,,17,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Harman International Industries,HAR,2006-03-31,SH,67952.0,7552000.0,0.0,0.0,2.4991,,18,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Lionbridge Technologies Inc.,LIOX,2006-03-31,SH,890525.0,7044000.0,0.0,0.0,2.331,,19,999999,,new,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC","Orbital ATK, Inc.",OA,2006-03-31,SH,87644.0,6763000.0,0.0,0.0,2.238,,20,999999,,new,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Liberty Global plc Class A,LBTYA,2006-03-31,SH,314016.0,6428000.0,0.0,0.0,2.1271,,21,999999,,new,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",Liberty Global plc Class C,LBTYK,2006-03-31,SH,628012.0,6202000.0,0.0,0.0,2.0523,,22,999999,,new,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",Lennar Corp. Class A,LEN,2006-03-31,SH,92638.53,5500000.0,0.0,0.0,1.82,,23,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Regal Beloit Corp,RBC,2006-03-31,SH,125550.0,5307000.0,0.0,0.0,1.7562,,24,999999,,new,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Sumtotal Systems Inc,SUMT,2006-03-31,SH,895952.0,4525000.0,0.0,0.0,1.4974,,25,999999,,new,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Destination XL Group Inc.,DXLG,2006-03-31,SH,448197.0,4365000.0,0.0,0.0,1.4445,,26,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",CarMax Inc.,KMX,2006-03-31,SH,254220.0,4154000.0,0.0,0.0,1.3746,,27,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Rinker Group Ltd. ADS,RIN,2006-03-31,SH,56698.0,3990000.0,0.0,0.0,1.3204,,28,999999,,new,MATERIALS
"GOODNOW INVESTMENT GROUP, LLC","Circor International, Inc",CIR,2006-03-31,SH,122001.0,3562000.0,0.0,0.0,1.1787,,29,999999,,new,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Carpenter Technology Corp.,CRS,2006-03-31,SH,67600.0,3195000.0,0.0,0.0,1.0573,,30,999999,,new,MATERIALS
"GOODNOW INVESTMENT GROUP, LLC",Blackberry Ltd,BB,2006-03-31,SH,81720.0,2312000.0,0.0,0.0,0.7651,,31,999999,,new,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Readers Digest Association Class A,RDA,2006-03-31,SH,140000.0,2065000.0,0.0,0.0,0.6833,,32,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",World Air Holdings Inc.,WLDA.PK,2006-03-31,SH,206500.0,2028000.0,0.0,0.0,0.6711,,33,999999,,new,TRANSPORTS
"GOODNOW INVESTMENT GROUP, LLC",Motors Liquidation Corp. (Old General Motors Corp.),MTLQQ,2006-03-31,SH,94923.0,2019000.0,0.0,0.0,0.6681,,34,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",POWERWAVE TECHNOLOGIES INC COM STK,PWAVQ,2006-03-31,SH,26000.0,1754000.0,0.0,0.0,0.5804,,35,999999,,new,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Huttig Building Products Inc,HBP,2006-03-31,SH,187341.0,1744000.0,0.0,0.0,0.5771,,36,999999,,new,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Kindred Healthcare Inc,KND,2006-03-31,SH,50000.0,1258000.0,0.0,0.0,0.4163,,37,999999,,new,HEALTH CARE
"GOODNOW INVESTMENT GROUP, LLC",Eddie Bauer Holdings Inc,EBHIQ,2006-03-31,SH,94500.0,1219000.0,0.0,0.0,0.4034,,38,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",American Axle & Manufacturing Holdings Inc,AXL,2006-03-31,SH,70000.0,1199000.0,0.0,0.0,0.3968,,39,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Overstock.Com Inc,OSTK,2006-03-31,SH,30000.0,895000.0,0.0,0.0,0.2962,,40,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC","PECO Energy Co., $4.40 Series Cumulative Preferred Stock",PE-PC,2006-03-31,SH,3800.0,326000.0,0.0,0.0,0.1079,,41,999999,,new,Utilities
"GOODNOW INVESTMENT GROUP, LLC",Lennar Corp. Class B,LEN.B,2006-03-31,SH,5773.2,316000.0,0.0,0.0,0.1046,,42,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC","Connecticut Light & Power Co., $2.09 Series F of 1955 Preferred Stock",CNPWM,2006-03-31,SH,8575.0,296000.0,0.0,0.0,0.098,,43,999999,,new,UTILITIES AND TELECOMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",Market Leader Inc,LEDR,2006-03-31,SH,25000.0,206000.0,0.0,0.0,0.0682,,44,999999,,new,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Standard Motor Products Inc. Class A,SMP,2006-03-31,SH,18900.0,168000.0,0.0,0.0,0.0556,,45,999999,,new,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Berkshire Hathaway Inc Class A,BRK.A,2006-06-30,SH,360.0,32997000.0,360.0,32526000.0,10.3096,10.7634,1,1,0.0,,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Laboratory Corp of America Holdings,LH,2006-06-30,SH,266213.0,16566000.0,265275.0,15513000.0,5.1759,5.1335,2,2,0.353595,addition,HEALTH CARE
"GOODNOW INVESTMENT GROUP, LLC",Amphenol Corp. (1987),APH,2006-06-30,SH,1145896.0,16031000.0,1043176.0,13608000.0,5.0087,4.5031,3,7,9.846852,addition,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC","Genesee & Wyoming Inc, Class A",GWR,2006-06-30,SH,441768.0,15670000.0,452293.0,13876000.0,4.896,4.5918,4,6,-2.327031,reduction,TRANSPORTS
"GOODNOW INVESTMENT GROUP, LLC","Dish Network Corp, Class A",DISH,2006-06-30,SH,486123.0,14977000.0,486123.0,14520000.0,4.6794,4.8049,5,3,0.0,,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",Credit Acceptance Corp.,CACC,2006-06-30,SH,525249.0,14255000.0,484947.0,11396000.0,4.4539,3.7711,6,9,8.310599,addition,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Vicor Corp,VICR,2006-06-30,SH,849992.0,14084000.0,732376.0,14450000.0,4.4004,4.7817,7,4,16.05951,addition,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Medco Health Solutions Inc.,MHS,2006-06-30,SH,467158.0,13379000.0,494538.0,14149000.0,4.1802,4.6821,8,5,-5.536481,reduction,HEALTH CARE
"GOODNOW INVESTMENT GROUP, LLC",SEI Investments Co.,SEIC,2006-06-30,SH,445264.0,10882000.0,443672.0,8991000.0,3.4,2.9753,9,15,0.358824,addition,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Sealed Air Corp.,SEE,2006-06-30,SH,416390.0,10843000.0,414874.0,12004000.0,3.3878,3.9723,10,8,0.365412,addition,MATERIALS
"GOODNOW INVESTMENT GROUP, LLC",PETSMART INC,PETM,2006-06-30,SH,416221.0,10655000.0,354776.0,9983000.0,3.3291,3.3035,11,11,17.319379,addition,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Tektronix Inc.,TEK,2006-06-30,SH,358191.0,10538000.0,316962.0,11319000.0,3.2925,3.7456,12,10,13.007553,addition,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Copart Inc.,CPRT,2006-06-30,SH,1560960.0,9584000.0,1372400.0,9418000.0,2.9944,3.1166,13,13,13.739435,addition,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Avocent Corp,AVCT,2006-06-30,SH,340000.0,8925000.0,0.0,0.0,2.7885,,14,999999,,new,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",iMedia Brands Inc,IMBI,2006-06-30,SH,74718.0,8241000.0,74470.6,9517000.0,2.5748,3.1493,15,12,0.332212,addition,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Discovery Inc Series A,DISCA,2006-06-30,SH,519358.0,7598000.0,517336.0,7760000.0,2.3739,2.5679,16,16,0.390849,addition,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",Alphabet Inc. Class A,GOOGL,2006-06-30,SH,17230.0,7225000.0,23500.0,9165000.0,2.2574,3.0329,17,14,-26.680851,reduction,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",Carpenter Technology Corp.,CRS,2006-06-30,SH,123792.0,7149000.0,67600.0,3195000.0,2.2336,1.0573,18,30,83.12426,addition,MATERIALS
"GOODNOW INVESTMENT GROUP, LLC",MATCH GROUP,IAC,2006-06-30,SH,1039053.35,6858000.0,1035537.69,7604000.0,2.1427,2.5163,19,17,0.339501,addition,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Liberty Global plc Class A,LBTYA,2006-06-30,SH,311205.0,6691000.0,314016.0,6428000.0,2.0905,2.1271,20,21,-0.895177,reduction,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",Liberty Global plc Class C,LBTYK,2006-06-30,SH,630564.0,6485000.0,628012.0,6202000.0,2.0262,2.0523,21,22,0.406362,addition,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC","Orbital ATK, Inc.",OA,2006-06-30,SH,84399.0,6444000.0,87644.0,6763000.0,2.0134,2.238,22,20,-3.702478,reduction,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Harman International Industries,HAR,2006-06-30,SH,74775.0,6384000.0,67952.0,7552000.0,1.9946,2.4991,23,18,10.040911,addition,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",CarMax Inc.,KMX,2006-06-30,SH,305348.0,5414000.0,254220.0,4154000.0,1.6916,1.3746,24,27,20.111714,addition,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Lionbridge Technologies Inc.,LIOX,2006-06-30,SH,943870.0,5220000.0,890525.0,7044000.0,1.6309,2.331,25,19,5.990287,addition,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Regal Beloit Corp,RBC,2006-06-30,SH,104679.0,4622000.0,125550.0,5307000.0,1.4441,1.7562,26,24,-16.623656,reduction,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Destination XL Group Inc.,DXLG,2006-06-30,SH,449853.0,4521000.0,448197.0,4365000.0,1.4125,1.4445,27,26,0.36948,addition,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC","Circor International, Inc",CIR,2006-06-30,SH,122531.0,3736000.0,122001.0,3562000.0,1.1673,1.1787,28,29,0.434423,addition,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Sumtotal Systems Inc,SUMT,2006-06-30,SH,589402.0,3696000.0,895952.0,4525000.0,1.1548,1.4974,29,25,-34.215003,reduction,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",POWERWAVE TECHNOLOGIES INC COM STK,PWAVQ,2006-06-30,SH,76901.4,3507000.0,26000.0,1754000.0,1.0957,0.5804,30,35,195.774615,addition,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Rinker Group Ltd. ADS,RIN,2006-06-30,SH,54451.0,3301000.0,56698.0,3990000.0,1.0314,1.3204,31,28,-3.963103,reduction,MATERIALS
"GOODNOW INVESTMENT GROUP, LLC",Readers Digest Association Class A,RDA,2006-06-30,SH,234192.0,3269000.0,140000.0,2065000.0,1.0214,0.6833,32,32,67.28,addition,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Lennar Corp. Class A,LEN,2006-06-30,SH,65260.89,2847000.0,92638.53,5500000.0,0.8895,1.82,33,23,-29.553189,reduction,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",SLM Corp,SLM,2006-06-30,SH,50000.0,2646000.0,0.0,0.0,0.8267,,34,999999,,new,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Kindred Healthcare Inc,KND,2006-06-30,SH,100128.0,2603000.0,50000.0,1258000.0,0.8133,0.4163,35,37,100.256,addition,HEALTH CARE
"GOODNOW INVESTMENT GROUP, LLC",World Air Holdings Inc.,WLDA.PK,2006-06-30,SH,206500.0,1774000.0,206500.0,2028000.0,0.5543,0.6711,36,33,0.0,,TRANSPORTS
"GOODNOW INVESTMENT GROUP, LLC",Huttig Building Products Inc,HBP,2006-06-30,SH,188242.0,1525000.0,187341.0,1744000.0,0.4765,0.5771,37,36,0.480941,addition,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Penn Treaty American Corp.,PTYA,2006-06-30,SH,198100.0,1462000.0,0.0,0.0,0.4568,,38,999999,,new,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Eddie Bauer Holdings Inc,EBHIQ,2006-06-30,SH,105900.0,1218000.0,94500.0,1219000.0,0.3806,0.4034,39,38,12.063492,addition,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Standard Motor Products Inc. Class A,SMP,2006-06-30,SH,131005.0,1093000.0,18900.0,168000.0,0.3415,0.0556,40,45,593.148148,addition,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Zebra Technologies Corp,ZBRA,2006-06-30,SH,30000.0,1025000.0,0.0,0.0,0.3203,,41,999999,,new,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Avid Technology Inc,AVID,2006-06-30,SH,20000.0,667000.0,0.0,0.0,0.2084,,42,999999,,new,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC","AptarGroup, Inc.",ATR,2006-06-30,SH,20000.0,496000.0,0.0,0.0,0.155,,43,999999,,new,MATERIALS
"GOODNOW INVESTMENT GROUP, LLC",Commerce Group Inc. (MA),CGI,2006-06-30,SH,16000.0,473000.0,0.0,0.0,0.1478,,44,999999,,new,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Core-Mark Holding Co Inc,CORE,2006-06-30,SH,48800.0,437000.0,0.0,0.0,0.1365,,45,999999,,new,CONSUMER STAPLES
"GOODNOW INVESTMENT GROUP, LLC",International Bancshares Corp.,IBOC,2006-06-30,SH,15200.0,418000.0,0.0,0.0,0.1306,,46,999999,,new,FINANCE
"GOODNOW INVESTMENT GROUP, LLC","PECO Energy Co., $4.40 Series Cumulative Preferred Stock",PE-PC,2006-06-30,SH,3800.0,311000.0,3800.0,326000.0,0.0972,0.1079,47,41,0.0,,Utilities
"GOODNOW INVESTMENT GROUP, LLC","Connecticut Light & Power Co., $2.09 Series F of 1955 Preferred Stock",CNPWM,2006-06-30,SH,8575.0,295000.0,8575.0,296000.0,0.0922,0.098,48,43,0.0,,UTILITIES AND TELECOMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",Monolithic System Technology Inc,MOSY,2006-06-30,SH,164.0,256000.0,0.0,0.0,0.08,,49,999999,,new,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Lennar Corp. Class B,LEN.B,2006-06-30,SH,5773.2,231000.0,5773.2,316000.0,0.0722,0.1046,50,42,0.0,,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Market Leader Inc,LEDR,2006-06-30,SH,31743.0,220000.0,25000.0,206000.0,0.0687,0.0682,51,44,26.972,addition,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",EXACT Sciences Corp,EXAS,2006-06-30,SH,86000.0,181000.0,0.0,0.0,0.0566,,52,999999,,new,HEALTH CARE
"GOODNOW INVESTMENT GROUP, LLC",Lescarden Inc.,LCAR,2006-06-30,SH,345000.0,135000.0,0.0,0.0,0.0422,,53,999999,,new,HEALTH CARE
"GOODNOW INVESTMENT GROUP, LLC",Motors Liquidation Corp. (Old General Motors Corp.),MTLQQ,2006-06-30,SH,0.0,0.0,94923.0,2019000.0,,0.6681,999999,34,-100.0,soldall,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",American Axle & Manufacturing Holdings Inc,AXL,2006-06-30,SH,0.0,0.0,70000.0,1199000.0,,0.3968,999999,39,-100.0,soldall,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Overstock.Com Inc,OSTK,2006-06-30,SH,0.0,0.0,30000.0,895000.0,,0.2962,999999,40,-100.0,soldall,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Blackberry Ltd,BB,2006-06-30,SH,0.0,0.0,81720.0,2312000.0,,0.7651,999999,31,-100.0,soldall,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Berkshire Hathaway Inc Class A,BRK.A,2006-09-30,SH,360.0,34488000.0,360.0,32997000.0,10.7067,10.3096,1,1,0.0,,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Amphenol Corp. (1987),APH,2006-09-30,SH,1145896.0,17741000.0,1145896.0,16031000.0,5.5077,5.0087,2,3,0.0,,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Laboratory Corp of America Holdings,LH,2006-09-30,SH,266213.0,17456000.0,266213.0,16566000.0,5.4192,5.1759,3,2,0.0,,HEALTH CARE
"GOODNOW INVESTMENT GROUP, LLC",Medco Health Solutions Inc.,MHS,2006-09-30,SH,427158.0,12838000.0,467158.0,13379000.0,3.9855,4.1802,4,8,-8.562414,reduction,HEALTH CARE
"GOODNOW INVESTMENT GROUP, LLC",SEI Investments Co.,SEIC,2006-09-30,SH,445264.0,12510000.0,445264.0,10882000.0,3.8837,3.4,5,9,0.0,,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",SLM Corp,SLM,2006-09-30,SH,240000.0,12475000.0,50000.0,2646000.0,3.8728,0.8267,6,34,380.0,addition,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Credit Acceptance Corp.,CACC,2006-09-30,SH,417112.0,12380000.0,525249.0,14255000.0,3.8433,4.4539,7,6,-20.587759,reduction,FINANCE
"GOODNOW INVESTMENT GROUP, LLC",Vicor Corp,VICR,2006-09-30,SH,1058992.0,12221000.0,849992.0,14084000.0,3.794,4.4004,8,7,24.588467,addition,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",PETSMART INC,PETM,2006-09-30,SH,416221.0,11554000.0,416221.0,10655000.0,3.5869,3.3291,9,11,0.0,,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Sealed Air Corp.,SEE,2006-09-30,SH,416390.0,11268000.0,416390.0,10843000.0,3.4981,3.3878,10,10,0.0,,MATERIALS
"GOODNOW INVESTMENT GROUP, LLC",Copart Inc.,CPRT,2006-09-30,SH,1560960.0,11001000.0,1560960.0,9584000.0,3.4152,2.9944,11,13,0.0,,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Tektronix Inc.,TEK,2006-09-30,SH,358191.0,10362000.0,358191.0,10538000.0,3.2169,3.2925,12,12,0.0,,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC","Genesee & Wyoming Inc, Class A",GWR,2006-09-30,SH,435309.0,10108000.0,441768.0,15670000.0,3.138,4.896,13,4,-1.46208,reduction,TRANSPORTS
"GOODNOW INVESTMENT GROUP, LLC",iMedia Brands Inc,IMBI,2006-09-30,SH,84718.0,9819000.0,74718.0,8241000.0,3.0483,2.5748,14,15,13.383656,addition,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Regal Beloit Corp,RBC,2006-09-30,SH,204679.0,8904000.0,104679.0,4622000.0,2.7642,1.4441,15,26,95.530145,addition,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Lionbridge Technologies Inc.,LIOX,2006-09-30,SH,1050970.0,8019000.0,943870.0,5220000.0,2.4895,1.6309,16,25,11.346902,addition,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Liberty Global plc Class A,LBTYA,2006-09-30,SH,311205.0,8010000.0,311205.0,6691000.0,2.4867,2.0905,17,20,0.0,,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",Liberty Global plc Class C,LBTYK,2006-09-30,SH,630564.0,7901000.0,630564.0,6485000.0,2.4529,2.0262,18,21,0.0,,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",Discovery Inc Series A,DISCA,2006-09-30,SH,519358.0,7510000.0,519358.0,7598000.0,2.3315,2.3739,19,16,0.0,,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC",Harman International Industries,HAR,2006-09-30,SH,84775.0,7074000.0,74775.0,6384000.0,2.1961,1.9946,20,23,13.373454,addition,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Alphabet Inc. Class A,GOOGL,2006-09-30,SH,17230.0,6925000.0,17230.0,7225000.0,2.1499,2.2574,21,17,0.0,,COMMUNICATIONS
"GOODNOW INVESTMENT GROUP, LLC","Orbital ATK, Inc.",OA,2006-09-30,SH,84399.0,6841000.0,84399.0,6444000.0,2.1238,2.0134,22,22,0.0,,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",Carpenter Technology Corp.,CRS,2006-09-30,SH,123792.0,6654000.0,123792.0,7149000.0,2.0657,2.2336,23,18,0.0,,MATERIALS
"GOODNOW INVESTMENT GROUP, LLC",CarMax Inc.,KMX,2006-09-30,SH,305348.0,6368000.0,305348.0,5414000.0,1.9769,1.6916,24,24,0.0,,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Destination XL Group Inc.,DXLG,2006-09-30,SH,449853.0,6176000.0,449853.0,4521000.0,1.9173,1.4125,25,27,0.0,,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Zebra Technologies Corp,ZBRA,2006-09-30,SH,155000.0,5540000.0,30000.0,1025000.0,1.7199,0.3203,26,41,416.666667,addition,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC","Circor International, Inc",CIR,2006-09-30,SH,122531.0,3743000.0,122531.0,3736000.0,1.162,1.1673,27,28,0.0,,INDUSTRIALS
"GOODNOW INVESTMENT GROUP, LLC",MATCH GROUP,IAC,2006-09-30,SH,496456.27,3558000.0,1039053.35,6858000.0,1.1046,2.1427,28,19,-52.220329,reduction,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",Sumtotal Systems Inc,SUMT,2006-09-30,SH,439402.0,3274000.0,589402.0,3696000.0,1.0164,1.1548,29,29,-25.449523,reduction,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC","Kinetic Concepts, Inc. (New)",KCI,2006-09-30,SH,100000.0,3146000.0,0.0,0.0,0.9767,,30,999999,,new,HEALTH CARE
"GOODNOW INVESTMENT GROUP, LLC",Readers Digest Association Class A,RDA,2006-09-30,SH,234192.0,3035000.0,234192.0,3269000.0,0.9422,1.0214,31,32,0.0,,CONSUMER DISCRETIONARY
"GOODNOW INVESTMENT GROUP, LLC",POWERWAVE TECHNOLOGIES INC COM STK,PWAVQ,2006-09-30,SH,76901.4,2922000.0,76901.4,3507000.0,0.9071,1.0957,32,30,0.0,,INFORMATION TECHNOLOGY
"GOODNOW INVESTMENT GROUP, LLC",Rinker Group Ltd. ADS,RIN,2006-09-30,SH,54451.0,2802000.0,54451.0,3301000.0,0.8699,1.0314,33,31,0.0,,MATERIALS
"GOODNOW INVESTMENT GROUP, LLC",Kindred Healthcare Inc,KND,2006-09-30,SH,90128.0,2680000.0,100128.0,2603000.0,0.832,0.8133,34,35,-9.987216,reduction,HEALTH CARE
"GOODNOW INVESTMENT GROUP, LLC",Restoration Hardware Inc,RSTO,2006-09-30,SH,260000.0,2254000.0,0.0,0.0,0.6998,,35,999999,,new,CONSUMER DISCRETIONARY
